URS-ch U18,Alma-Ata,1991.??.??,?,"Kasimdzhanov, Rustam","Appolonov, Sergei",,,B40,"[['e4', 'e6'], ['d3', 'c5'], ['Nf3', 'Nc6'], ['Nbd2', 'd6'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['O-O', 'Rb8'], ['c3', 'b5'], ['a4', 'a6\n'], ['Re1', 'Nge7'], ['Nf1', 'O-O'], ['Bg5', 'b4'], ['Qc2', 'h6'], ['Be3', 'Bd7'], ['e5', 'Qc7'], ['exd6', 'Qxd6\n'], ['N1d2', 'Nd5'], ['Nc4', 'Nxe3'], ['Rxe3', 'Qc7'], ['Rae1', 'Ne7'], ['Nfe5', 'b3'], ['Qe2', 'Bxa4'], ['Nxf7', 'Rxf7\n'], ['Rxe6', 'Rd8'], ['Rxe7', 'Qxe7'], ['Qxe7', 'Rxe7'], ['Rxe7', 'Rxd3'], ['Be4', 'Rd1+'], ['Kg2', 'Bb5\n'], ['Ne3', 'Rd6'], ['Bd5+', 'Rxd5'], ['Nxd5', 'Bc6'], ['c4', 'Bxb2'], ['Kf1', 'Bd4'], ['Re1', 'Bd7'], ['Ke2', 'a5\n'], ['Kd2', 'a4'], ['Nb6', 'a3'], ['Nxd7', 'a2'], ['Nxc5', 'Bxc5'], ['Kc3', 'Bb4+'], ['Kxb3', 'Bxe1'], ['Kxa2', 'Bxf2\n'], ['Kb3', 'Kf7'], ['Kc3', 'Ke6'], ['Kd3', 'Ke5'], ['Ke2', 'Bc5'], ['Kf3', 'Kf5'], ['h3', 'Bd6'], ['g4+', 'Ke5\n'], ['h4', 'Bc5'], ['h5', '']]",0-1
Bundesliga 2016-17,Hockenheim GER,2016.12.03,5.3,"Saric,Iv","Kasimdzhanov,R",,,C50,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['O-O', 'Nf6'], ['d3', 'O-O'], ['h3', 'h6'], ['c3', 'd6'], ['Re1', 'a6'], ['a4', 'Re8\n'], ['Nbd2', 'Be6'], ['Bxe6', 'Rxe6'], ['b4', 'Ba7'], ['Qc2', 'Ne7'], ['Nf1', 'Ng6'], ['Ng3', 'd5'], ['c4', 'c6\n'], ['Bb2', 'dxe4'], ['dxe4', 'a5'], ['Red1', 'Qc7'], ['bxa5', 'Qxa5'], ['Bc3', 'Qc7'], ['Bb4', 'Bd4'], ['Nxd4', 'exd4\n'], ['Bc5', 'Rae8'], ['Bxd4', 'Nxe4'], ['Nf5', 'f6'], ['Be3', 'Re5']]",1/2-1/2
Bundesliga 2016-17,Hockenheim GER,2016.12.04,6.3,"Kasimdzhanov,R","Grimm,Julius",,,D38,"[['Nf3', 'd5'], ['d4', 'Nf6'], ['c4', 'e6'], ['Nc3', 'Bb4'], ['Qa4+', 'Nc6'], ['e3', 'O-O'], ['Bd2', 'Re8'], ['Rd1', 'Bd7\n'], ['Qb3', 'dxc4'], ['Bxc4', 'Bd6'], ['Qc2', 'h6'], ['Ne2', 'e5'], ['Bc3', 'e4'], ['Nd2', 'Qe7'], ['h3', 'a6\n'], ['a3', 'Bf5'], ['Ba2', 'b5'], ['d5', 'Ne5'], ['Bxe5', 'Bxe5'], ['Nb3', 'Bd7'], ['Nc5', 'Bd6'], ['Rc1', 'Qe5\n'], ['Nd4', 'Qg5'], ['g3', 'Re5'], ['Nb7', 'Rc8'], ['Qd2', 'Nxd5'], ['Nxd6', 'cxd6'], ['Rxc8+', 'Bxc8'], ['Nc6', 'Be6\n'], ['Nxe5', 'Qxe5'], ['Qd4', 'Qh5'], ['g4', '']]",1-0
Bundesliga 2016-17,Baden Baden GER,2017.02.18,7.3,"Kasimdzhanov,R","Lupulescu,C",,,C11,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nf6'], ['e5', 'Nfd7'], ['f4', 'c5'], ['Nf3', 'Nc6'], ['Be3', 'Be7'], ['Qd2', 'a6\n'], ['dxc5', 'Nxc5'], ['O-O-O', 'O-O'], ['h4', 'Qa5'], ['Nd4', 'Nxd4'], ['Bxd4', 'Rd8'], ['Kb1', 'Qc7'], ['Bd3', 'b5\n'], ['g4', 'b4'], ['Ne2', 'a5'], ['Ng3', 'Ba6'], ['f5', 'b3'], ['Bxa6', 'bxc2+'], ['Qxc2', 'Nxa6'], ['Qd2', 'Rdc8\n'], ['Rc1', 'Qd8'], ['f6', 'Bb4'], ['Qe3', 'g6'], ['h5', 'Rxc1+'], ['Qxc1', 'Qc7'], ['hxg6', 'fxg6'], ['Ne2', 'Rc8\n'], ['f7+', 'Kh8'], ['Qf1', 'Qc2+'], ['Ka1', 'Be7'], ['Nf4', 'Nb4'], ['Nxe6', 'Qd2'], ['Qf4', 'Qg2'], ['Rf1', 'Nc2+\n'], ['Kb1', '']]",1-0
Bundesliga 2016-17,Baden Baden GER,2017.02.19,8.3,"Donchenko,Alexa","Kasimdzhanov,R",,,A07,"[['Nf3', 'd5'], ['g3', 'g6'], ['Bg2', 'Bg7'], ['c4', 'dxc4'], ['Qa4+', 'Nc6'], ['Qxc4', 'e5'], ['d3', 'Nge7'], ['O-O', 'O-O\n'], ['Nc3', 'h6'], ['Qh4', 'Nd4'], ['Nxd4', 'exd4'], ['Ne4', 'Nd5'], ['Qxd8', 'Rxd8'], ['Rb1', 'a5'], ['Re1', 'a4\n'], ['Bf3', 'b6'], ['g4', 'Be6'], ['a3', 'Ra7'], ['Bd2', 'c5'], ['Rec1', 'Ne7'], ['h3', 'Kh7'], ['Bf4', 'Ba2\n'], ['Ra1', 'Bd5'], ['Rab1', 'f5'], ['gxf5', 'gxf5'], ['Nd2', 'Bxf3'], ['Nxf3', 'Nd5'], ['Bd2', 'Bf6'], ['Rc4', 'Re8\n'], ['Kf1', 'Kg6'], ['b4', 'axb3'], ['Rxb3', 'Bg5'], ['Rc2', 'Re6'], ['Rcb2', 'Ra6'], ['Be1', 'Bc1'], ['Ra2', 'Ra4\n'], ['Ra1', 'Bf4'], ['Rab1', 'Kf7'], ['Bd2', 'Bc7'], ['Re1', 'f4'], ['Rc1', 'Re8'], ['Rc4', 'Rea8'], ['Rxa4', 'Rxa4\n'], ['Kg2', 'Ke6'], ['Ne1', 'Kd7'], ['Kf3', 'Kc6'], ['Nc2', 'Ra8'], ['Rb1', 'Rg8'], ['a4', 'Ne7'], ['Rc1', 'Kd5\n'], ['Bxf4', 'Rf8'], ['e4+', 'dxe3'], ['fxe3', 'Ng6'], ['Ke2', 'Bxf4'], ['exf4', 'Nxf4+'], ['Ke3', 'Ng2+\n'], ['Ke2', 'Nf4+'], ['Ke3', 'Ng2+'], ['Ke2', 'Ra8'], ['Ra1', 'Nf4+'], ['Ke3', 'Ne6'], ['Kd2', 'Rf8'], ['Ne3+', 'Kd4\n'], ['Nc2+', 'Kd5'], ['Ne3+', 'Kd4'], ['Nc2+', 'Kd5']]",1/2-1/2
Bundesliga 2016-17,Berlin GER,2017.04.29,13.3,"Nemeth,Mi1","Kasimdzhanov,R",,,B12,"[['e4', 'c6'], ['d4', 'd5'], ['e5', 'Bf5'], ['Nf3', 'e6'], ['Be2', 'c5'], ['Be3', 'Qb6'], ['b3', 'Nc6'], ['O-O', 'cxd4\n'], ['Nxd4', 'Nxd4'], ['Bxd4', 'Bc5'], ['Bb2', 'a6'], ['Nd2', 'Ne7'], ['Nf3', 'O-O'], ['a3', 'Qc7'], ['Bd3', 'Rac8\n'], ['Rc1', 'Rfd8'], ['h3', 'Be4'], ['Qe2', 'Nf5'], ['Kh2', 'Bxd3'], ['Qxd3', 'h6'], ['Rce1', 'b5'], ['Re2', 'd4\n'], ['Qe4', 'Rd5'], ['g4', 'Ne7'], ['Kg2', 'g5'], ['h4', 'Ng6'], ['hxg5', 'hxg5'], ['Bc1', 'Be7'], ['Rh1', 'd3\n'], ['cxd3', 'Qxc1'], ['Rxc1', 'Rxc1'], ['Re1', 'Rxe1'], ['Nxe1', 'Rxe5'], ['Qa8+', 'Kg7'], ['Nf3', 'Nf4+\n'], ['Kg1', 'Rd5'], ['d4', 'Bxa3'], ['Qxa6', 'Be7'], ['Qa7', 'Bf6'], ['Kh2', 'Ne2'], ['Qa2', 'Nxd4'], ['Nxd4', 'Bxd4\n'], ['Qe2', 'Kf6'], ['Kg2', 'Ke7'], ['Qa2', 'Be5'], ['Kf1', 'Kf6'], ['Qc2', 'Kg7'], ['Qe4', 'Bc3'], ['f4', 'gxf4\n'], ['Qxf4', 'Bf6'], ['Ke2', 'Rd4'], ['Qf3', 'b4'], ['Qg3', 'Kg6'], ['Qh3', 'Rd5'], ['Qh1', 'Bc3'], ['Qe4+', 'Kg7\n'], ['Kf3', 'Rd1'], ['Qe2', 'Rd2'], ['Qe3', 'Rd5'], ['Qf4', 'Re5'], ['Qc4', 'Rg5'], ['Qf4', 'Ra5'], ['Qc4', 'Rd5\n'], ['Qf4', 'Bd2'], ['Qe4', 'Kf6'], ['Qc4', 'Bc3'], ['Qf4+', 'Ke7'], ['Qc7+', 'Kf8'], ['Qb8+', 'Kg7'], ['Qf4', 'Rd3+\n'], ['Ke2', 'Rd4'], ['Qg5+', 'Kf8'], ['Qc5+', 'Ke8'], ['Kf3', 'Rd3+'], ['Ke4', 'Rh3'], ['Qd6', 'Rh1'], ['Kf3', 'Rf1+\n'], ['Ke2', 'Re1+'], ['Kf2', 'Re5'], ['Kf3', 'Rd5'], ['Qc7', 'Kf8'], ['Qb8+', 'Kg7'], ['Qf4', 'Bd4'], ['Qe4', 'Bc5\n'], ['Qc4', 'Bd6'], ['Qe4', 'Kg8'], ['Kg2', 'Rc5'], ['Qa8+', 'Bf8'], ['Qd8', 'Rd5'], ['Qf6', 'Bc5'], ['Qf4', 'Bd6\n'], ['Qf6', 'Bc5'], ['Qf4', 'Kg7'], ['Qe4', 'Be7'], ['Kf3', 'Rc5'], ['Qd4+', 'Kg8'], ['Kg2', 'Rc2+'], ['Kf1', 'Rc3\n'], ['Qa7', 'Bf8'], ['Qa5', 'f6'], ['Qh5', 'Kg7'], ['g5', 'fxg5'], ['Qxg5+', 'Kf7'], ['Qh5+', 'Kf6\n'], ['Qh8+', 'Ke7'], ['Qh4+', 'Kd7'], ['Qd4+', 'Bd6'], ['Qa7+', 'Kc6'], ['Ke2', 'Kd5'], ['Qb7+', 'Ke5\n'], ['Qg7+', 'Ke4'], ['Qd7', 'Kd5'], ['Qb7+', 'Ke5']]",1/2-1/2
Bundesliga 2016-17,Berlin GER,2017.04.30,14.8,"Nikolic,Pr","Kasimdzhanov,R",,,D27,"[['d4', 'd5'], ['c4', 'dxc4'], ['Nf3', 'Nf6'], ['e3', 'e6'], ['Bxc4', 'c5'], ['O-O', 'a6'], ['dxc5', 'Bxc5'], ['Qxd8+', 'Kxd8\n'], ['Rd1+', 'Ke7'], ['b3', 'b6'], ['Bb2', 'Nbd7'], ['Nbd2', 'Bb7'], ['Be2', 'Rhc8'], ['a3', 'b5'], ['a4', 'bxa4\n'], ['Rxa4', 'Nb6'], ['Ra5', 'Bb4'], ['Ba3', 'Bxa3'], ['Rxa3', 'Nfd5'], ['Nc4', 'Nxc4'], ['bxc4', 'Nb4'], ['Nd4', 'Be4\n'], ['Ra5', 'f6'], ['f3', 'Bg6'], ['f4', 'Be4'], ['c5', 'Rc7'], ['Nxe6', 'Kxe6'], ['Rd4', 'Bxg2'], ['Rxb4', 'Bb7\n'], ['Kf2', 'f5'], ['Rb6+', 'Ke7'], ['c6', 'Bxc6'], ['Rc5', 'Kd7'], ['Rbxc6', 'Rxc6'], ['Rxc6', 'Kxc6'], ['Bf3+', 'Kc5\n'], ['Bxa8', 'a5'], ['Bb7', 'a4'], ['Bc8', 'a3'], ['Be6', 'g6'], ['Ke2', 'Kd6'], ['Bg8', 'Ke7'], ['Kd3', 'Kf6\n'], ['Kc3', 'Kg7'], ['Bd5', 'g5'], ['fxg5', 'Kg6'], ['h4', '']]",1-0
Bundesliga 2016-17,Berlin GER,2017.05.01,15.7,"Kasimdzhanov,R","Dinstuhl,V",,,B06,"[['e4', 'g6'], ['d4', 'Bg7'], ['Nc3', 'd6'], ['Be3', 'a6'], ['h4', 'h5'], ['Nh3', 'Bxh3'], ['Rxh3', 'b5'], ['Qd2', 'Nd7\n'], ['O-O-O', 'c6'], ['e5', 'dxe5'], ['dxe5', 'Nxe5'], ['Qe1', 'Qc7'], ['Kb1', 'Ng4'], ['Bg5', 'N8f6'], ['f3', 'Nh6\n'], ['Bd3', 'Nd5'], ['Nxd5', 'cxd5'], ['Rh1', 'Rc8'], ['Qd2', 'Nf5'], ['Rhe1', 'e6'], ['g4', 'Nd4'], ['Qf2', 'Nc6\n'], ['gxh5', 'gxh5'], ['f4', 'Bd4'], ['Qe2', 'Bg7'], ['Qf2', 'Bd4'], ['Qg2', 'Qd6'], ['c3', 'Bg7'], ['f5', 'Be5\n'], ['Qf3', 'f6'], ['Bxf6', '']]",1-0
16th Asian Continental,Chengdu CHN,2017.05.12,1.3,"Atabayev,Y","Kasimdzhanov,R",,,B15,"[['e4', 'c6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Nf6'], ['Nxf6+', 'exf6'], ['c3', 'Bd6'], ['Bd3', 'O-O'], ['Ne2', 'Re8\n'], ['h3', 'Nd7'], ['O-O', 'Qc7'], ['c4', 'Nf8'], ['Qc2', 'Be6'], ['Be3', 'Rad8'], ['Rad1', 'Ng6'], ['Nc3', 'Qc8\n'], ['Rfe1', 'Nh4'], ['Bf1', 'Bb8'], ['Ne2', 'Nf5'], ['Bc1', 'Re7'], ['Qc3', 'Red7'], ['f4', 'h5'], ['b3', 'h4\n'], ['Ba3', 'a6'], ['Bc5', 'Bc7'], ['Rd2', 'Qb8'], ['Qf3', 'Ba5'], ['b4', 'Bc7'], ['d5', 'cxd5'], ['cxd5', 'Rxd5\n'], ['Rxd5', 'Bxd5'], ['Qg4', 'Be6'], ['Bf2', 'Rd2'], ['Bxh4', 'Bb6+'], ['Kh1', 'Ne3'], ['Qg3', 'Nxf1'], ['Rxf1', 'Rxe2\n'], ['Bxf6', 'Qf8'], ['Rd1', 'Bf5']]",0-1
16th Asian Continental,Chengdu CHN,2017.05.13,2.2,"Kasimdzhanov,R","Xu,Xiangyu",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['Nc3', 'Nxc3'], ['dxc3', 'Be7'], ['Be3', 'Nc6'], ['Qd2', 'Be6\n'], ['O-O-O', 'Qd7'], ['h4', 'h6'], ['a3', 'Rg8'], ['Kb1', 'O-O-O'], ['Ne1', 'Bf6'], ['Nd3', 'Ne5'], ['Nb4', 'Qa4\n'], ['f4', 'Ng4'], ['Bg1', 'Rge8'], ['c4', 'd5'], ['cxd5', 'a5'], ['Bd3', 'axb4'], ['dxe6', 'bxa3'], ['exf7', 'axb2\n'], ['c3', 'Qa1+'], ['Kc2', 'Qa2'], ['Rb1', 'Qxf7'], ['Rxb2', 'Qd5'], ['Rh3', 'Rd6'], ['c4', 'Qc6'], ['Ra2', 'Re4\n'], ['Kb3', 'b5'], ['cxb5', 'Qd5+'], ['Ka3', 'Be7'], ['Kb2', 'Qxb5+'], ['Kc1', 'Rc6+'], ['Kd1', 'Qb3+'], ['Bc2', 'Qxa2\n'], ['Bxe4', 'Qa1+'], ['Ke2', 'Rd6'], ['Bf5+', 'Kd8'], ['Bd4', 'Qxd4'], ['Qxd4', 'Rxd4'], ['Bxg4', 'Rxf4\n'], ['Bh5', 'Rxh4'], ['Rxh4', 'Bxh4'], ['Kf3', 'Ke7'], ['Kg4', 'Be1'], ['Kf5', 'Kd6'], ['Bf7', 'Bf2'], ['g4', 'Bh4\n'], ['Bg8', 'Bf6'], ['Bf7', 'Ba1'], ['Bg8', 'Kc5'], ['Ke4', 'Kb4'], ['Kd3', 'Kb5'], ['Bf7', 'Kc5'], ['Ke4', 'Kb4\n'], ['Kd3', 'Kc5'], ['Ke4', 'Kb4']]",1/2-1/2
16th Asian Continental,Chengdu CHN,2017.05.14,3.2,"Bai,Jinshi","Kasimdzhanov,R",,,D84,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'd5'], ['Bf4', 'Bg7'], ['e3', 'O-O'], ['cxd5', 'Nxd5'], ['Nxd5', 'Qxd5'], ['Bxc7', 'Nc6\n'], ['Ne2', 'Bg4'], ['h3', 'Bxe2'], ['Bxe2', 'Qxg2'], ['Bf3', 'Qg5'], ['Qb3', 'Qf5'], ['Bg2', 'Rac8'], ['Qxb7', 'Qd7\n'], ['Qxc6', 'Qxc6'], ['Bxc6', 'Rxc7'], ['Ba4', 'Rb8'], ['b3', 'Rc2'], ['O-O', 'Bf6'], ['Rfc1', 'Rbc8'], ['Rxc2', 'Rxc2\n'], ['b4', '']]",1/2-1/2
16th Asian Continental,Chengdu CHN,2017.05.15,4.6,"Kasimdzhanov,R","Batchuluun,T",,,C49,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['Nc3', 'Bb4'], ['O-O', 'O-O'], ['d3', 'd6'], ['Bg5', 'Bxc3'], ['bxc3', 'Qe7\n'], ['Nd2', 'h6'], ['Bh4', 'Nd8'], ['Re1', 'Ne6'], ['Nf1', 'Nf4'], ['Ne3', 'c6'], ['Bc4', 'Ng6'], ['Bg3', 'Be6\n'], ['Bb3', 'a5'], ['Qb1', 'Rfb8'], ['a4', 'Nh5'], ['d4', 'Nxg3'], ['hxg3', 'b5'], ['Qd1', 'Bxb3'], ['cxb3', 'Qc7\n'], ['Re2', 'Ne7'], ['Rd2', 'd5'], ['axb5', 'dxe4'], ['bxc6', 'exd4'], ['Rxd4', 'Qxc6'], ['Raa4', 'Qxc3\n'], ['Rac4', 'Qb2'], ['Rc7', 'Ng6'], ['Nc4', 'Qc3'], ['Rdd7', 'Qf6'], ['Rxf7', 'Qxf7'], ['Rxf7', 'Kxf7'], ['Qd5+', 'Kf6\n'], ['Nd6', 'Ke7'], ['Nxe4', 'Ra6'], ['Qc5+', 'Kd7'], ['Qd4+', 'Kc8'], ['Qc4+', '']]",1-0
16th Asian Continental,Chengdu CHN,2017.05.16,5.2,"Aravindh,Chithambaram VR.","Kasimdzhanov,R",,,D00,"[['d4', 'd5'], ['Bf4', 'Nf6'], ['e3', 'c5'], ['c3', 'Nc6'], ['Nd2', 'e6'], ['Ngf3', 'Bd6'], ['Bg3', 'O-O'], ['Bb5', 'Bxg3\n'], ['hxg3', 'Qb6'], ['Bxc6', 'bxc6'], ['Qc2', 'Rb8'], ['b3', 'cxd4'], ['cxd4', 'Ba6'], ['g4', 'h6'], ['Ne5', 'Qb5\n'], ['Ndf3', 'Rfc8'], ['g5', 'Ne4'], ['gxh6', 'gxh6'], ['Qd1', 'Nc3'], ['Qc2', 'c5'], ['Ng5', 'Ne4'], ['Nxe4', 'dxe4\n'], ['Qd2', 'cxd4'], ['exd4', 'Rd8'], ['O-O-O', 'Rbc8+'], ['Kb1', 'Qe2'], ['Rxh6', 'Bd3+'], ['Nxd3', 'Qxd2\n'], ['Rxd2', 'Rxd4'], ['Rh3', 'e5'], ['Rc2', 'Rxc2'], ['Kxc2', 'exd3+'], ['Rxd3', 'Rf4'], ['f3', 'e4'], ['Rd4', 'f5\n'], ['fxe4', 'fxe4'], ['Ra4', 'Kf7'], ['Rxa7+', 'Ke6'], ['Kd2', 'Rg4'], ['Ke3', 'Ke5'], ['Ra5+', 'Kd6'], ['Kd4', 'Rxg2\n'], ['Kxe4', 'Kc6'], ['Kd3', 'Kb6'], ['Ra4', 'Kb5'], ['Kc3', 'Rg3+'], ['Kb2', 'Rg2+'], ['Ka3', '']]",1-0
16th Asian Continental,Chengdu CHN,2017.05.17,6.8,"Kasimdzhanov,R","Li,Di",,,C42,"[['e4', 'e5'], ['Nf3', 'Nf6'], ['Nxe5', 'd6'], ['Nf3', 'Nxe4'], ['Nc3', 'Nxc3'], ['dxc3', 'Be7'], ['Be3', 'Nc6'], ['Qd2', 'Be6\n'], ['O-O-O', 'Qd7'], ['a3', 'h6'], ['Kb1', 'Rg8'], ['Bd3', 'O-O-O'], ['Qe2', 'Bf6'], ['Bb5', 'Kb8'], ['Rhe1', 'g5\n'], ['Nd2', 'Bh8'], ['Nb3', 'Bxb3'], ['cxb3', 'Qf5+'], ['Bd3', 'Qf6'], ['Be4', 'd5'], ['Bc2', 'd4'], ['cxd4', 'Nxd4\n'], ['Rxd4', 'Rxd4'], ['Bxd4', 'Qxd4'], ['Qe8+', 'Qd8'], ['Qxf7', 'Rf8'], ['Qe7', 'Bf6'], ['Qxd8+', 'Rxd8\n'], ['b4', 'a6'], ['Re6', 'Rd6'], ['Rxd6', 'cxd6'], ['Be4', 'Bd4'], ['f3', 'Bg1'], ['h3', 'Bh2'], ['g4', 'Kc7\n'], ['Bd5', 'b6'], ['Kc2', 'Be5'], ['b3', 'Bf4'], ['Kd3', 'Bc1'], ['Ke4', 'Bxa3'], ['b5', 'axb5'], ['Kf5', 'Kd7\n'], ['Kg6', 'Bc1'], ['Kxh6', 'Ke7'], ['Kg6', 'Kf8'], ['b4', 'Bd2'], ['Kf6', 'Bc1'], ['Bc6', 'Kg8'], ['Kg6', 'Kf8\n'], ['Bxb5', 'Ke7'], ['Kf5', 'd5'], ['Bd3', 'Bd2'], ['Bf1', 'Kf7'], ['b5', 'Be3'], ['h4', 'gxh4'], ['g5', 'd4\n'], ['f4', 'Ke7'], ['Kg4', 'Kd6'], ['f5', 'h3'], ['Bxh3', 'd3'], ['Kh5', 'd2'], ['Bg4', 'Ke5'], ['f6', 'Bd4'], ['Kg6', 'Kf4\n'], ['Bd1', 'Bc3'], ['f7', 'Bb4'], ['Kf6', 'Bc3+'], ['Ke6', 'Bg7'], ['g6', 'Kg5'], ['Bc2', 'Bf8'], ['Kd5', 'd1=Q+']]",1/2-1/2
16th Asian Continental,Chengdu CHN,2017.05.18,7.9,Lu Shanglei,"Kasimdzhanov,R",,,B11,"[['e4', 'c6'], ['Nc3', 'd5'], ['Nf3', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'Nf6'], ['d3', 'e6'], ['Bd2', 'h5'], ['O-O-O', 'h4\n'], ['Kb1', 'Qb6'], ['Re1', 'd4'], ['Nd1', 'Nbd7'], ['g4', 'hxg3'], ['Qxg3', 'O-O-O'], ['Bg2', 'Nh5'], ['Qh2', 'Bb4\n'], ['Bxb4', 'Qxb4'], ['f4', 'e5'], ['fxe5', 'Qe7'], ['e6', 'fxe6'], ['Bf3', 'Rdf8'], ['Bxh5', 'Rxh5'], ['Ref1', 'Rfh8\n'], ['Qg3', 'Rg5'], ['Qh2', 'Ne5'], ['Qf4', 'Ng6'], ['Qf7', 'Kd8'], ['h4', 'Rg4'], ['h5', 'Qxf7'], ['Rxf7', 'Ne7\n'], ['b4', 'e5'], ['Rhf1', 'Ke8'], ['a4', 'b5'], ['axb5', 'cxb5'], ['Kb2', 'Kd7'], ['Nf2', 'Rg2'], ['Ra1', 'Ke6\n'], ['Rf3', 'Rxh5'], ['Ra6+', 'Kd7'], ['Rxa7+', 'Kd6'], ['Rf7', 'Nc6'], ['Rxg7', 'Rhh2'], ['Rxg2', 'Rxg2\n'], ['Rf7', 'Nxb4'], ['Kb3', 'Ke6'], ['Rc7', 'Kd6'], ['Rf7', 'Nc6'], ['Rf5', 'Nd8'], ['Nh3', 'Ne6'], ['Rf6', 'Ke7\n'], ['Rf5', 'Kd6'], ['Rf6', 'Kd7'], ['Rf7+', 'Kc6'], ['Rf6', 'Kd7'], ['Rf7+', 'Kd8'], ['Rf2', 'Rg3'], ['Rh2', 'Kd7']]",1/2-1/2
16th Asian Continental,Chengdu CHN,2017.05.19,8.9,"Kasimdzhanov,R","Zhu,Yi",,,B94,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'a6'], ['Bg5', 'Nbd7'], ['Qe2', 'h6'], ['Bh4', 'g6\n'], ['f4', 'e5'], ['fxe5', 'dxe5'], ['O-O-O', 'Qc7'], ['Nb3', 'b5'], ['Rxd7', 'Nxd7'], ['Nd5', 'Qd6'], ['Na5', 'Rb8\n'], ['Qf3', 'Bb7'], ['Nxb7', 'Rxb7'], ['Be2', 'h5'], ['Kb1', 'Bg7'], ['Rd1', 'Qe6'], ['Qa3', 'f6'], ['c4', 'b4\n'], ['Qa5', 'O-O'], ['c5', 'Kh8'], ['Bf2', 'b3'], ['Qxa6', 'bxa2+'], ['Ka1', '']]",1-0
16th Asian Continental,Chengdu CHN,2017.05.20,9.5,"Ganguly,S","Kasimdzhanov,R",,,A07,"[['Nf3', 'd5'], ['g3', 'Bg4'], ['Bg2', 'Nd7'], ['O-O', 'e6'], ['h3', 'Bxf3'], ['Bxf3', 'g6'], ['e4', 'dxe4'], ['Bxe4', 'c6\n'], ['d4', 'Bg7'], ['c3', 'Ne7'], ['Qb3', 'Nf6'], ['Bg2', 'Qd7'], ['Nd2', 'O-O'], ['a4', 'a5'], ['Re1', 'Rfe8\n'], ['Nf3', 'Nfd5'], ['Bd2', 'Qc7'], ['c4', 'Nf6'], ['Bf4', 'Qc8'], ['Be5', 'Rd8'], ['Qc3', 'Ne8'], ['Bxg7', 'Nxg7\n'], ['Ng5', 'Qc7'], ['Rad1', 'Rac8'], ['g4', 'Rf8'], ['Qe3', 'Rcd8'], ['Qe5', 'Qb6'], ['Ne4', 'Kh8'], ['Nf6', 'Ng8\n'], ['c5', 'Qb4'], ['h4', 'Nxf6'], ['Qxf6', 'Kg8'], ['h5', 'Rd7'], ['h6', 'Ne8'], ['Qe5', 'Re7'], ['d5', 'cxd5\n'], ['Rxd5', 'Qxg4'], ['Rd8', 'f6'], ['Qc3', 'Qxa4'], ['Red1', 'Qf4'], ['Qxa5', 'Qxh6'], ['Qb4', 'Qg7'], ['Rb8', 'Nc7\n'], ['Qxb7', 'f5'], ['Rxf8+', 'Kxf8'], ['b4', 'Qb2'], ['Bc6', 'Nd5'], ['Qa8+', 'Kf7'], ['Bxd5', 'Qxb4'], ['Bf3', 'Qxc5\n'], ['Qh8', 'Rc7'], ['Qxh7+', 'Kf6'], ['Qh8+', 'Kg5'], ['Kg2', 'Rc8'], ['Qh7', 'Rc7'], ['Qg8', 'e5'], ['Rg1', 'Kf6\n'], ['Bd5', 'Qd6'], ['Qh8+', 'Ke7'], ['Qg7+', 'Kd8'], ['Qg8+', 'Ke7'], ['Rh1', 'Kf6'], ['Qh8+', 'Rg7'], ['Qh4+', '']]",1-0
chess.com IoM Masters,Douglas ENG,2017.09.23,1.17,"Kasimdzhanov,R","Rudolf,An",,,D31,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Be7'], ['cxd5', 'exd5'], ['Bf4', 'c6'], ['e3', 'Bd6'], ['Bxd6', 'Qxd6'], ['Bd3', 'Ne7\n'], ['Qc2', 'g6'], ['f3', 'O-O'], ['O-O-O', 'b5'], ['Nge2', 'b4'], ['Na4', 'Ba6'], ['Nf4', 'Bb5'], ['Qc5', 'Qxc5+\n'], ['Nxc5', 'Bxd3'], ['Rxd3', 'a5'], ['Kd2', 'Na6'], ['Rc1', 'Rfb8'], ['e4', 'Nc7'], ['e5', 'Kg7'], ['g4', 'h6\n'], ['h4', 'Nb5'], ['h5', 'Ra7'], ['hxg6', 'fxg6'], ['Nfe6+', 'Kf7'], ['Rh1', 'Rh8'], ['f4', 'h5'], ['f5', 'gxf5\n'], ['gxf5', 'h4'], ['Rf3', 'Raa8'], ['f6', 'Ng6'], ['Ke3', 'Rh5'], ['Rg1', 'h3'], ['Ng5+', 'Rxg5'], ['e6+', '']]",1-0
