New Orleans,New Orleans,1857.??.??,?,"Paulsen, Louis","Morphy, Paul ",,,C64,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Bc5'], ['Bb5', 'd6'], ['d4', 'exd4'], ['Nxd4', 'Bd7'], ['Nxc6', 'bxc6'], ['Ba4', 'Qf6\n'], ['O-O', 'Ne7'], ['Be3', 'Bxe3'], ['fxe3', 'Qh6'], ['Qd3', 'Ng6'], ['Rae1', 'Ne5'], ['Qe2', 'O-O'], ['h3', 'Kh8\n'], ['Nd1', 'g5'], ['Nf2', 'Rg8'], ['Nd3', 'g4'], ['Nxe5', 'dxe5'], ['hxg4', 'Bxg4'], ['Qf2', 'Rg6'], ['Qxf7', 'Be6']]",0-1
Pittsburgh sim,Pittsburgh,1859.??.??,?,"Paulsen, Louis","Shields, P.",,,C00,"[['e4', 'e6'], ['c4', 'Bc5'], ['Nf3', 'Nc6'], ['d4', 'Bb4+'], ['Bd2', 'Nf6'], ['Bxb4', 'Nxb4'], ['Nc3', 'O-O'], ['Bd3', 'd5\n'], ['cxd5', 'exd5'], ['O-O', 'Nxd3'], ['Qxd3', 'dxe4'], ['Nxe4', 'Bf5'], ['Nxf6+', 'Qxf6'], ['Qc3', 'c6\n'], ['Rad1', 'Rfe8'], ['Ne5', 'Rad8'], ['f4', 'Be4'], ['Qe3', 'Bd5'], ['a3', 'Rd6'], ['f5', 'c5'], ['Qg3', 'cxd4\n'], ['Ng4', 'Qd8'], ['f6', 'g6'], ['Nh6+', 'Kf8'], ['Nf5', 'Rxf6'], ['Nh6', 'Re2'], ['Rxf6', 'Rxg2+'], ['Qxg2', 'Bxg2\n'], ['Rxf7+', 'Ke8'], ['Re1+', '']]",1-0
Pittsburgh sim,Pittsburgh,1859.??.??,?,NN,"Paulsen, Louis",,,C21,"[['e4', 'e5'], ['d4', 'exd4'], ['Bc4', 'Nf6'], ['e5', 'd5'], ['Bb3', 'Ne4'], ['Ne2', 'Nc6'], ['f4', 'Bc5'], ['c3', 'Bg4\n'], ['Qd3', 'Bxe2'], ['Qxe2', 'dxc3'], ['g3', 'Nd4'], ['Qg2', 'cxb2'], ['Bxb2', 'c6'], ['Na3', 'Qa5+'], ['Kd1', 'Nf2+\n'], ['Qxf2', 'Nxb3'], ['Qe2', 'Nxa1'], ['Bxa1', 'Bxa3'], ['e6', 'O-O'], ['e7', 'Bxe7'], ['Qxe7', 'Qxa2'], ['Qe5', 'f6\n'], ['Qe6+', 'Kh8'], ['Bxf6', 'Rxf6'], ['Qe3', 'Qb1+']]",0-1
Pittsburgh sim,Pittsburgh,1859.??.??,?,"Paulsen, Louis",NN,,,C44,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Bc4', 'Bb4+'], ['c3', 'dxc3'], ['O-O', 'cxb2'], ['Bxb2', 'Bf8'], ['Nc3', 'Be7\n'], ['Nd5', 'Nf6'], ['Ng5', 'O-O'], ['Nf4', 'd6'], ['Bxf6', 'Bxf6'], ['Nxh7', 'Bxa1'], ['Qh5', 'Ne5'], ['Ng5', 'Re8\n'], ['Nxf7', 'Nxf7'], ['Qxf7+', 'Kh8'], ['Qh5+', '']]",1-0
Pittsburgh sim,Pittsburgh,1859.??.??,?,"Paulsen, Louis",NN,,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Bc5'], ['O-O', 'Bb6'], ['d4', 'exd4'], ['cxd4', 'Nge7\n'], ['Ng5', 'd5'], ['exd5', 'Nxd5'], ['Nxf7', 'Kxf7'], ['Qf3+', 'Qf6'], ['Bxd5+', 'Ke8'], ['Re1+', 'Ne7'], ['Qh5+', 'Kd8\n'], ['Bg5', 'g6'], ['Qh4', '']]",1-0
Pittsburgh sim,Pittsburgh,1859.??.??,?,"Paulsen, Louis",NN,,,C25,"[['e4', 'e5'], ['Nc3', 'Nc6'], ['f4', 'exf4'], ['Nf3', 'a6'], ['Bc4', 'd6'], ['O-O', 'Be6'], ['d3', 'g5'], ['Nd5', 'h6\n'], ['Qe1', 'Be7'], ['b4', 'Bf6'], ['Rb1', 'Bxd5'], ['exd5+', 'Nce7'], ['h3', 'Qd7'], ['b5', 'a5'], ['b6', 'c6\n'], ['dxc6', 'bxc6'], ['b7', 'Rb8'], ['Qxa5', 'd5'], ['Ba6', 'Ng6'], ['Ba3', 'N8e7'], ['Bc5', 'O-O'], ['Ba7', 'g4\n'], ['hxg4', 'Qxg4'], ['Bxb8', 'Rxb8'], ['Qc7', 'Rxb7'], ['Rxb7', 'Nf8'], ['Rb8', 'Qg7'], ['Qxf4', 'Kh7\n'], ['Rxf8', 'Ng6'], ['Qf5', 'c5'], ['c3', 'c4'], ['d4', 'Qxf8'], ['Qxf6', 'Qe7'], ['Ne5', 'Qxf6'], ['Rxf6', '']]",1-0
Pittsburgh sim,Pittsburgh,1859.??.??,?,"Paulsen, Louis",NN,,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bc5'], ['Nf5', 'Qf6'], ['Nc3', 'Nge7'], ['Bd3', 'd6'], ['O-O', 'O-O\n'], ['Qh5', 'Bxf5'], ['exf5', 'h6'], ['g4', 'Nb4'], ['Ne4', 'Qe5'], ['Bxh6', 'Nxd3'], ['Bxg7', 'Qxg7'], ['f6', 'Qg6\n'], ['fxe7', 'Rfe8'], ['Qxg6+', 'fxg6'], ['Nf6+', 'Kf7'], ['Nxe8', 'Rxe8'], ['cxd3', 'Rxe7'], ['Rae1', 'Bd4\n'], ['Rxe7+', 'Kxe7'], ['b3', 'c5'], ['Kg2', 'g5'], ['f4', 'Kf6'], ['fxg5+', 'Kxg5'], ['h3', 'Bf6'], ['h4+', 'Kg6\n'], ['h5+', 'Kg7'], ['h6+', '']]",1-0
BCA-Congress 4th,Bristol,1861.??.??,?,"Wilson, Harry Slater","Paulsen, Louis",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Qh4'], ['Nb5', 'Bb4+'], ['Bd2', 'Qxe4+'], ['Be2', 'Kd8'], ['O-O', 'Nf6\n'], ['N1c3', 'Qh4'], ['g3', 'Qh3'], ['Bg5', 'Qf5'], ['Qd5', 'Qe6'], ['Rad1', 'Be7'], ['Qg2', 'd6'], ['Bf3', 'Bd7\n'], ['Kh1', 'Qh3'], ['Qg1', 'Qf5'], ['Bf4', 'g5'], ['Nxc7', 'Kxc7'], ['Nd5+', 'Nxd5'], ['Rxd5', 'Ne5'], ['Qg2', 'gxf4']]",0-1
BCA-Congress 4th,Bristol,1861.??.??,?,"Boden, Samuel Standige","Paulsen, Louis",,,C60,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nge7'], ['O-O', 'g6'], ['c3', 'Bg7'], ['d4', 'exd4'], ['cxd4', 'd5'], ['exd5', 'Nxd5\n'], ['Re1+', 'Be6'], ['Bxc6+', 'bxc6'], ['Nc3', 'O-O'], ['h3', 'c5'], ['Be3', 'c4'], ['Nxd5', 'Qxd5'], ['Rc1', 'Rab8\n'], ['Rc2', 'Rb5'], ['a4', 'Rb3'], ['Ne5', 'Rb4'], ['Rd2', 'Rfb8'], ['Nc6', 'Qxc6'], ['d5', 'Qxa4'], ['dxe6', 'Qxd1\n'], ['exf7+', 'Kxf7'], ['Rexd1', 'Bxb2'], ['Rd7+', 'Kg8'], ['Bxa7', 'Rc8'], ['Re1', 'c3'], ['Ree7', 'c2\n'], ['Be3', 'Bc3'], ['Rxh7', 'Rb1+'], ['Kh2', 'Re1'], ['Bf4', 'c1=Q'], ['Bxc1', 'Rxc1'], ['Rh6', 'Be5+'], ['g3', 'Rc6\n'], ['Rh4', 'Rd6'], ['Rhh7', 'Rxd7'], ['Rxd7', 'c5'], ['f4', 'Bg7'], ['Rd2', 'c4'], ['Rc2', 'c3'], ['Kg2', 'Rd8\n'], ['Kf3', 'Rd3+'], ['Kg4', 'Rd2'], ['Rc1', 'c2'], ['Kg5', 'Bb2']]",0-1
Bristol m,Bristol,1861.??.??,1,"Kolisch, Ignatz","Paulsen, Louis",,,C84,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['O-O', 'Be7'], ['d3', 'd6'], ['Nc3', 'O-O'], ['h3', 'h6\n'], ['Nh2', 'Nh7'], ['f4', 'exf4'], ['Bxf4', 'Bg5'], ['Qd2', 'Nd4'], ['Nf3', 'Nxf3+'], ['Rxf3', 'c6'], ['Bb3', 'Be6\n'], ['Ne2', 'Bxb3'], ['axb3', 'd5'], ['Ng3', 'dxe4'], ['Nxe4', 'Qd4+'], ['Kh1', 'Qxb2'], ['Raf1', 'Bxf4\n'], ['Qxf4', 'Ng5'], ['Nxg5', 'hxg5'], ['Qxg5', 'Rae8']]",1/2-1/2
Bristol m,Bristol,1861.??.??,2,"Paulsen, Louis","Kolisch, Ignatz",,,B40,"[['e4', 'c5'], ['Nf3', 'e6'], ['Nc3', 'd5'], ['exd5', 'exd5'], ['d4', 'Be6'], ['Be3', 'c4'], ['Be2', 'Bd6'], ['O-O', 'Ne7\n'], ['b3', 'cxb3'], ['axb3', 'Nbc6'], ['Nb5', 'Bb8'], ['c4', 'a6'], ['Nc3', 'Ba7'], ['Re1', 'O-O'], ['Bd3', 'Qd7\n'], ['c5', 'Rad8'], ['Bf4', 'Bb8'], ['Bxb8', 'Rxb8'], ['Na4', 'h6'], ['Qd2', 'Qc7'], ['Nb6', 'Rbd8'], ['Kh1', 'Nc8\n'], ['Nxc8', 'Bxc8'], ['Bc2', 'a5'], ['Nh4', 'b6'], ['Nf5', 'Bxf5'], ['Bxf5', 'bxc5'], ['dxc5', 'Ne7'], ['Bb1', 'Qxc5\n'], ['Rxa5', 'Qd6'], ['b4', 'Nc6'], ['Ra4', 'Rfe8'], ['b5', 'Rxe1+'], ['Qxe1', 'Ne5'], ['f4', 'Nc4'], ['Qf2', 'Re8\n'], ['h3', 'Qb6'], ['Qxb6', 'Nxb6'], ['Ra6', 'Rb8']]",1/2-1/2
Bristol m,Bristol,1861.??.??,3,"Kolisch, Ignatz","Paulsen, Louis",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Ba5'], ['d4', 'exd4'], ['O-O', 'd6'], ['cxd4', 'Bb6\n'], ['d5', 'Na5'], ['Bb2', 'Ne7'], ['Bd3', 'O-O'], ['Nc3', 'Ng6'], ['Ne2', 'c5'], ['Qd2', 'f6'], ['Kh1', 'Bd7\n'], ['Rac1', 'a6'], ['Ne1', 'Bb5'], ['f4', 'c4'], ['Bb1', 'c3'], ['Rxc3', 'Nc4'], ['Qc1', 'Rc8'], ['Bd3', 'Be3\n'], ['Qc2', 'Nd2'], ['Rg1', 'Rxc3'], ['Qxc3', 'Qb6'], ['Bc1', 'Bxg1'], ['Nxg1', 'Bxd3'], ['Nxd3', 'Nxe4']]",0-1
London m2,London,1861.??.??,1,"Paulsen, Louis","Kolisch, Ignatz",,,B40,"[['e4', 'c5'], ['Nf3', 'e6'], ['Nc3', 'd5'], ['exd5', 'exd5'], ['d4', 'Be6'], ['Be3', 'c4'], ['Be2', 'Bb4'], ['Bd2', 'Nf6\n'], ['O-O', 'Bxc3'], ['Bxc3', 'Ne4'], ['Be1', 'O-O'], ['b3', 'Nc6'], ['Ne5', 'Nxe5'], ['dxe5', 'f6'], ['f3', 'Qb6+\n'], ['Kh1', 'Nc5'], ['exf6', 'Rxf6'], ['Bf2', 'Qc6'], ['Qd4', 'Nd7'], ['Rfd1', 'Rf7'], ['bxc4', 'dxc4'], ['Qd6', 'Nb6\n'], ['Qb4', 'Nd5'], ['Qxc4', 'Nc3'], ['Qxc6', 'bxc6'], ['Rd6', 'Bd5'], ['Bf1', 'Rb8'], ['Bd4', 'Nb5'], ['Bxb5', 'Rxb5\n'], ['Rd8+', 'Rf8'], ['Rxf8+', 'Kxf8'], ['a4', 'Rb7'], ['a5', 'a6'], ['Bb6', 'Kf7'], ['Kg1', 'Re7'], ['Kf2', 'Bc4\n'], ['Be3', 'Rb7'], ['Ra4', 'Bd5'], ['Rf4+', 'Kg8'], ['Bc5', 'Rf7'], ['Rb4', 'h6'], ['Rb6', 'Rf5'], ['Be3', 'Bc4\n'], ['Rxc6', 'Bb5'], ['Rc8+', 'Rf8'], ['Rc5', 'Rf6'], ['c4', 'Ba4'], ['Rd5', 'Rc6'], ['c5', 'Bb5'], ['Bd4', 'Rc7\n'], ['Rd6', 'Rd7'], ['f4', 'Rxd6'], ['cxd6', 'g6'], ['g4', 'Kf7'], ['f5', 'gxf5'], ['gxf5', 'Bd7'], ['f6', 'Ke6\n'], ['Be5', 'Bc6'], ['Kg3', 'Bb5'], ['Kg4', 'Be8'], ['h4', 'Kxe5'], ['f7', 'Bxf7'], ['d7', 'Be6+'], ['Kh5', 'Bxd7\n'], ['Kxh6', 'Kf6'], ['Kh5', 'Bf5'], ['Kh6', 'Bg6'], ['h5', 'Be8'], ['Kh7', 'Bxh5'], ['Kh6', 'Bf7'], ['Kh7', 'Kg5\n'], ['Kg7', 'Ba2'], ['Kh7', 'Bb1+'], ['Kg7', 'Bc2'], ['Kf7', 'Kf5'], ['Ke7', 'Ke5'], ['Kf7', 'Kd6'], ['Kf6', 'Kc5\n'], ['Ke5', 'Kb5'], ['Kd4', 'Kxa5'], ['Kc4', 'Ka4'], ['Kc3', '']]",1/2-1/2
London m2,London,1861.??.??,2,"Kolisch, Ignatz","Paulsen, Louis",,,C50,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['O-O', 'Nf6'], ['b4', 'Bxb4'], ['c3', 'Be7'], ['d4', 'exd4'], ['cxd4', 'Nxe4\n'], ['d5', 'Na5'], ['Bd3', 'Nc5'], ['Ba3', 'Nxd3'], ['Qxd3', 'O-O'], ['d6', 'cxd6'], ['Nc3', 'b6'], ['Nd5', 'Nb7\n'], ['Bb2', 'Nc5'], ['Qe3', 'Ne6'], ['Nd4', 'Bf6'], ['Nc6', 'dxc6'], ['Nxf6+', 'gxf6'], ['Qh6', 'd5'], ['Bxf6', 'Qd6\n'], ['f4', 'Re8'], ['Rf3', '']]",1-0
London m2,London,1861.??.??,3,"Paulsen, Louis","Kolisch, Ignatz",,,C33,"[['e4', 'e5'], ['f4', 'exf4'], ['Bc4', 'Qh4+'], ['Kf1', 'g5'], ['Nc3', 'Bg7'], ['d4', 'Ne7'], ['g3', 'fxg3'], ['Kg2', 'd6\n'], ['hxg3', 'Qg4'], ['Be2', 'Qd7'], ['Bxg5', 'Nbc6'], ['Nf3', 'f6'], ['Be3', 'd5'], ['exd5', 'Nb4'], ['d6', 'Ned5\n'], ['Bd2', 'c6'], ['Nxd5', 'Nxd5'], ['c4', 'Nb6'], ['Bd3', 'Bf8'], ['Ng5', 'Bxd6'], ['Qh5+', '']]",1-0
London m2,London,1861.??.??,4,"Kolisch, Ignatz","Paulsen, Louis",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['O-O', 'Nf6'], ['c3', 'Nxe4'], ['Bd5', 'Nf6'], ['Bxc6', 'dxc6'], ['Nxe5', 'O-O\n'], ['d4', 'Bd6'], ['Bg5', 'c5'], ['f4', 'cxd4'], ['cxd4', 'c5'], ['d5', 'h6'], ['Bh4', 'Be7'], ['Bxf6', 'Bxf6\n'], ['Nc3', 'Re8'], ['Re1', 'Bf5'], ['Qb3', 'Rb8'], ['Rad1', 'Qd6'], ['Nb5', 'Qb6'], ['Nc4', 'Bc2'], ['Qxc2', 'Rxe1+\n'], ['Rxe1', 'Qxb5'], ['Ne5', 'Rd8'], ['Rd1', 'c4'], ['Qxc4', 'Qxb2'], ['Qc7', 'Qe2'], ['Qxf7+', 'Kh8'], ['Rf1', 'Bxe5\n'], ['fxe5', 'Qxe5'], ['Qxb7', 'Qd4+'], ['Kh1', '']]",1/2-1/2
London m2,London,1861.??.??,5,"Paulsen, Louis","Kolisch, Ignatz",,,C10,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'dxe4'], ['Nxe4', 'Nf6'], ['Nxf6+', 'Qxf6'], ['Bd3', 'Bd6'], ['Nf3', 'h6'], ['O-O', 'Nc6\n'], ['c3', 'Bd7'], ['Re1', 'O-O-O'], ['b4', 'g5'], ['b5', 'Ne7'], ['Ne5', 'Kb8'], ['c4', 'Qg7'], ['Rb1', 'Bxe5\n'], ['dxe5', 'Ng6'], ['Qa4', 'Nxe5'], ['Be4', 'b6'], ['Rb3', 'a5'], ['c5', 'Bc8'], ['Bb2', 'f6'], ['Bc3', 'Bb7\n'], ['Bxb7', 'Kxb7'], ['c6+', 'Ka7'], ['Bxa5', 'Ra8'], ['Bxb6+', 'Kb8'], ['Ba5', 'g4'], ['Rxe5', 'fxe5'], ['b6', 'Ra6\n'], ['bxc7+', 'Ka8'], ['Qb5', '']]",1-0
London m2,London,1861.??.??,6,"Kolisch, Ignatz","Paulsen, Louis",,,C37,"[['e4', 'e5'], ['f4', 'exf4'], ['Nf3', 'g5'], ['Bc4', 'g4'], ['O-O', 'gxf3'], ['Qxf3', 'Qf6'], ['e5', 'Qxe5'], ['d3', 'Bh6\n'], ['Bd2', 'Ne7'], ['Nc3', 'Nbc6'], ['Rae1', 'Qf5'], ['Nd5', 'Kd8'], ['Bc3', 'Rg8'], ['Bf6', 'Bg5'], ['Rxe7', 'Bxf6\n'], ['Re4', 'Bg5'], ['g4', 'Qg6'], ['h4', 'Bxh4'], ['Qxf4', 'd6'], ['Qxf7', 'Qxf7'], ['Rxf7', 'Ne5'], ['Rxh7', 'Nxc4\n'], ['Rxc4', 'c6'], ['Nc7', 'Rb8'], ['Rf4', 'Be7'], ['Rff7', 'Kxc7'], ['Rxe7+', 'Kb6'], ['Rhg7', 'Rxg7'], ['Rxg7', 'Be6\n'], ['Rg6', 'Bxa2'], ['Rxd6', 'Rg8'], ['Kf2', 'Rxg4'], ['Ke2', 'Rg2+'], ['Kd1', 'Bb1'], ['c3', 'Rxb2']]",0-1
London m2,London,1861.??.??,7,"Paulsen, Louis","Kolisch, Ignatz",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['exd5', 'exd5'], ['Nf3', 'Nf6'], ['Bd3', 'Be6'], ['O-O', 'Bd6'], ['Nc3', 'O-O'], ['Ne2', 'c6\n'], ['Ng3', 'Nbd7'], ['c3', 'Qc7'], ['Nh4', 'Ne4'], ['h3', 'Bxg3'], ['fxg3', 'Qxg3'], ['Nf5', 'Bxf5'], ['Rxf5', 'Rae8\n'], ['Qf1', 'Qd6'], ['Bf4', 'Qe6'], ['Bc7', 'g6'], ['Bxe4', 'dxe4'], ['Ra5', 'a6'], ['Re1', 'f5'], ['Bf4', 'Nb6\n'], ['Bh6', 'Rf7'], ['Re5', 'Qd7'], ['Rxe8+', 'Qxe8'], ['Qf2', 'Nc4'], ['b3', 'Nd6'], ['c4', 'Rd7'], ['Bc1', 'Nf7\n'], ['Bb2', 'h6'], ['h4', 'h5'], ['d5', 'Kh7'], ['Qd4', 'Qh8'], ['Qf2', 'Qd8'], ['Qd4', 'Qh8'], ['Qf2', '']]",1/2-1/2
London m2,London,1861.??.??,8,"Kolisch, Ignatz","Paulsen, Louis",,,C50,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['O-O', 'Nf6'], ['d4', 'Bxd4'], ['Nxd4', 'Nxd4'], ['f4', 'd6'], ['fxe5', 'dxe5\n'], ['Bg5', 'Be6'], ['Bxe6', 'Nxe6'], ['Qxd8+', 'Rxd8'], ['Bxf6', 'gxf6'], ['Nc3', 'c6'], ['Rxf6', 'Rd2'], ['Rf2', 'Rxf2\n'], ['Kxf2', 'Nd4'], ['Rc1', 'Rg8'], ['Nb1', 'Ke7'], ['Nd2', 'f6']]",1/2-1/2
London m2,London,1861.??.??,9,"Paulsen, Louis","Kolisch, Ignatz",,,C33,"[['e4', 'e5'], ['f4', 'exf4'], ['Bc4', 'Nf6'], ['Nc3', 'Bb4'], ['Nf3', 'O-O'], ['O-O', 'Bxc3'], ['dxc3', 'Nxe4'], ['Bxf4', 'd6\n'], ['Bd5', 'Nf6'], ['Bg5', 'c6'], ['Bb3', 'Bf5'], ['Nd4', 'Bg6'], ['Bxf6', 'gxf6'], ['Nf5', 'd5'], ['Qd2', 'Kh8\n'], ['Rae1', 'Nd7'], ['Ng3', 'Rg8'], ['Re3', 'Nc5'], ['Qe2', 'Ne4'], ['c4', 'Qb6'], ['Nxe4', 'Bxe4'], ['Rf2', 'Rg6\n'], ['g3', 'Rag8'], ['cxd5', 'cxd5'], ['Rxe4', 'dxe4'], ['Bxf7', 'e3'], ['Rf3', 'Rd8'], ['Qxe3', 'Qxe3+\n'], ['Rxe3', 'Rg7'], ['Bc4', 'Rd1+'], ['Kg2', 'Rc7'], ['Re8+', 'Kg7'], ['Rg8+', 'Kh6'], ['Bd3', 'Ra1'], ['Rg4', 'Rxa2\n'], ['b4', 'Raxc2+'], ['Bxc2', 'Rxc2+'], ['Kh3', 'Ra2'], ['Rh4+', 'Kg6'], ['Rg4+', '']]",1/2-1/2
London m2,London,1861.??.??,10,"Kolisch, Ignatz","Paulsen, Louis",,,C24,"[['e4', 'e5'], ['d4', 'exd4'], ['Bc4', 'Nf6'], ['Nf3', 'Nxe4'], ['Qxd4', 'Nf6'], ['O-O', 'd5'], ['Bd3', 'Be7'], ['Bg5', 'O-O\n'], ['Nc3', 'Be6'], ['Qh4', 'g6'], ['Rfe1', 'Nc6'], ['Bb5', 'Nh5'], ['Bxc6', 'Bxg5'], ['Nxg5', 'bxc6'], ['g4', 'h6\n'], ['gxh5', 'hxg5'], ['Qg3', 'Bf5'], ['Ne2', 'c5'], ['c3', 'Re8'], ['f4', 'g4'], ['hxg6', 'fxg6'], ['Qf2', 'Qd6\n'], ['Ng3', 'Bd7'], ['Re5', 'Rxe5'], ['fxe5', 'Qxe5'], ['Qxc5', 'Rf8'], ['Rf1', 'Rxf1+'], ['Nxf1', 'a6'], ['Ne3', 'Be6\n'], ['Qd4', 'Qg5'], ['Kg2', '']]",1/2-1/2
London m2,London,1861.??.??,11,"Paulsen, Louis","Kolisch, Ignatz",,,C33,"[['e4', 'e5'], ['f4', 'exf4'], ['Bc4', 'Nf6'], ['Nc3', 'Bb4'], ['e5', 'd5'], ['Bb5+', 'c6'], ['exf6', 'cxb5'], ['Qe2+', 'Be6\n'], ['Qxb5+', 'Nc6'], ['Nf3', 'Qxf6'], ['Qxb7', 'Rc8'], ['Nxd5', 'Qf5'], ['Nc7+', 'Rxc7'], ['Qxc7', 'Qe4+\n'], ['Kd1', 'O-O'], ['d3', 'Qg6'], ['Qxf4', 'f6'], ['Qe4', 'Qxg2'], ['Rg1', 'Qh3'], ['Qxc6', 'Rd8'], ['Ke2', 'Bd5\n'], ['Qxf6', 'Re8+'], ['Be3', 'g6'], ['Rg3', 'Qh6'], ['Qg5', 'Bxf3+'], ['Kxf3', '']]",1-0
London m2,London,1861.??.??,12,"Kolisch, Ignatz","Paulsen, Louis",,,A03,"[['f4', 'd5'], ['Nf3', 'Nc6'], ['e3', 'Bg4'], ['Be2', 'Bxf3'], ['Bxf3', 'e5'], ['fxe5', 'Nxe5'], ['O-O', 'Nf6'], ['d4', 'Nxf3+\n'], ['Qxf3', 'Bd6'], ['c4', 'c6'], ['cxd5', 'cxd5'], ['Nc3', 'O-O'], ['Bd2', 'Qd7'], ['Qf5', 'Qe6'], ['Rf3', 'Rac8\n'], ['Raf1', 'Bb4'], ['Qg5', 'h6'], ['Qg3', 'Bd6'], ['Qh4', 'Be7'], ['Qe1', 'Rc6'], ['Rf5', 'Qd7'], ['Kh1', 'Bb4\n'], ['Qg3', 'Bxc3'], ['Bxc3', 'Kh7'], ['Qf3', 'a6'], ['g4', 'Kg8'], ['h4', 'Qc7'], ['Qf4', 'Ne4'], ['Qxc7', 'Rxc7\n'], ['Kg2', 'Nxc3'], ['bxc3', 'Rxc3'], ['Rxd5', 'Rxe3'], ['Rd7', 'b5'], ['d5', 'Re2+'], ['Rf2', 'Rxf2+'], ['Kxf2', 'Ra8\n'], ['Ke3', 'a5'], ['Kd4', 'b4'], ['Rb7', 'Kh8'], ['Kc5', '']]",1/2-1/2
London m2,London,1861.??.??,13,"Paulsen, Louis","Kolisch, Ignatz",,,C20,"[['e4', 'e6'], ['c4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'd6'], ['Be2', 'f5'], ['d3', 'Nf6'], ['exf5', 'Bxf5'], ['O-O', 'Be7\n'], ['Nh4', 'Be6'], ['f4', 'O-O'], ['Nf3', 'Qd7'], ['d4', 'exd4'], ['Nxd4', 'Nxd4'], ['Qxd4', 'Kh8'], ['Be3', 'd5\n'], ['cxd5', 'Nxd5'], ['Nxd5', 'Qxd5'], ['Bf3', 'Qxd4'], ['Bxd4', 'Bf6'], ['Bxf6', 'Rxf6'], ['b3', 'c6'], ['Rae1', 'Kg8']]",1/2-1/2
London m2,London,1861.??.??,14,"Kolisch, Ignatz","Paulsen, Louis",,,C52,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Ba5'], ['d4', 'exd4'], ['O-O', 'd6'], ['Qb3', 'Qf6\n'], ['cxd4', 'Bb6'], ['e5', 'dxe5'], ['dxe5', 'Qg6'], ['Ng5', 'Nh6'], ['e6', 'O-O'], ['Nxf7', 'Nxf7'], ['exf7+', 'Kh8\n'], ['Ba3', 'Nd4'], ['Qc3', 'c5'], ['Nd2', 'Be6'], ['Kh1', 'Bxc4'], ['Nxc4', 'Qxf7'], ['Rab1', 'Qh5'], ['Nxb6', 'axb6\n'], ['Rxb6', 'Rxf2'], ['Rbb1', 'Rxf1+'], ['Rxf1', 'b6'], ['Bb2', 'Qe2'], ['Re1', 'Rf8'], ['h3', 'Rf1+'], ['Rxf1', 'Qxf1+\n'], ['Kh2', 'Qf4+'], ['Qg3', 'g5'], ['Qxf4', 'gxf4'], ['g3', 'fxg3+'], ['Kxg3', 'Kg7'], ['Kf4', 'Kg6'], ['Ke5', 'Nc6+\n'], ['Kd6', 'Nb4'], ['a4', 'Kf5'], ['Kc7', 'Nd5+'], ['Kc6', 'Ke4'], ['a5', 'bxa5'], ['Kxc5', 'Nf4'], ['Kb5', 'Nxh3\n'], ['Kxa5', 'h5'], ['Bf6', 'Kf4'], ['Kb5', 'Ng5'], ['Kc4', 'h4'], ['Kd5', 'h3'], ['Be5+', 'Kf3'], ['Bh2', 'Ne4\n'], ['Ke5', 'Kg2'], ['Kxe4', 'Kxh2'], ['Kf3', 'Kg1'], ['Kg3', 'h2']]",0-1
London m2,London,1861.??.??,15,"Paulsen, Louis","Kolisch, Ignatz",,,C20,"[['e4', 'e6'], ['c4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'd6'], ['Nc3', 'Be7'], ['Be2', 'Bf6'], ['Be3', 'Nge7\n'], ['O-O', 'O-O'], ['Nd5', 'Bxd4'], ['Bxd4', 'Nxd4'], ['Qxd4', 'f5'], ['exf5', 'Bxf5'], ['Rae1', 'Nc6'], ['Qd2', 'Qd7\n'], ['Bd3', 'Bxd3'], ['Qxd3', 'Rae8'], ['Rxe8', 'Rxe8'], ['f4', 'Ne7'], ['Ne3', 'Kh8'], ['Rf3', 'Ng8'], ['Rh3', 'Nf6\n'], ['Nd5', 'c6'], ['Nxf6', 'gxf6']]",1/2-1/2
