London Simpsons,London,1851.??.??,?,Blackburne/Steel,Zukertort/Hoffer,,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['d3', 'd6'], ['Nbd2', 'a6'], ['Bb3', 'h6'], ['Nf1', 'Ne7\n'], ['Be3', 'Ng6'], ['Qd2', 'Qe7'], ['Ng3', 'Bd7'], ['O-O', 'O-O-O'], ['c4', 'Bg4'], ['Bd1', 'Nh5'], ['Nd4', 'Bxd1\n'], ['Ndf5', 'Qd7'], ['Raxd1', 'Ngf4'], ['Nxh5', 'Nxh5'], ['b4', 'Bxe3'], ['fxe3', 'g6'], ['Nh4', 'Ng7'], ['b5', 'axb5\n'], ['Qa5', 'Kb8'], ['Rb1', 'Ne6'], ['Rxb5', 'c6'], ['Rb6', 'Qc7'], ['Rfb1', 'Rd7'], ['Qa3', 'Qc8'], ['Ra6', 'Nc7\n'], ['Rxc6', 'Rg8'], ['Nf3', 'f5'], ['Nd2', 'Rf7'], ['c5', 'dxc5'], ['Nc4', 'Rd8'], ['Nb6', 'bxc6'], ['Nd7+', '']]",1-0
Cologne MT,Cologne,1877.??.??,?,"Zukertort, Johannes Hermann","Goering, Carl Theodor",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bc5'], ['Be3', 'Qf6'], ['c3', 'Nge7'], ['Bc4', 'Ne5'], ['Be2', 'O-O\n'], ['O-O', 'd5'], ['f4', 'Nc4'], ['e5', 'Qg6'], ['Bxc4', 'dxc4'], ['f5', 'Qb6'], ['Nd2', 'Bxf5'], ['Nxc4', 'Bxd4\n'], ['Bxd4', 'Qg6'], ['Ne3', 'Rad8'], ['Qe1', 'Be4'], ['Rf4', 'h5'], ['Qf2', 'b6'], ['b4', 'Rc8'], ['b5', 'c5\n'], ['bxc6', 'Nxc6'], ['Qh4', 'Bb1'], ['Qe1', 'Be4'], ['Qh4', 'Bb1'], ['Qe1', 'Be4']]",1/2-1/2
Cologne MT,Cologne,1877.??.??,?,"Zukertort, Johannes Hermann","Metger, Johannes",,,E52,"[['d4', 'e6'], ['Nf3', 'd5'], ['c4', 'Nf6'], ['e3', 'b6'], ['Nc3', 'Bb7'], ['cxd5', 'exd5'], ['Bd3', 'Bd6'], ['O-O', 'O-O\n'], ['Bd2', 'c5'], ['Rc1', 'Nbd7'], ['Nh4', 'g6'], ['f4', 'Ne4'], ['Nf3', 'f5'], ['Ne5', 'Ndf6'], ['Be1', 'Bxe5\n'], ['fxe5', 'Ng4'], ['Qe2', 'Qg5'], ['Bxe4', 'fxe4'], ['Bd2', 'cxd4'], ['exd4', 'e3'], ['Be1', 'Rxf1+'], ['Qxf1', 'e2\n'], ['Nxe2', 'Rf8'], ['Nf4', 'Qxf4'], ['Qxf4', 'Rxf4'], ['h3', 'Ne3'], ['Bd2', 'Re4'], ['Rc7', 'Ba6'], ['Rxa7', 'Bc4\n'], ['b3', 'Bd3'], ['Rb7', 'b5'], ['g4', 'h5'], ['gxh5', 'gxh5'], ['Rd7', 'Nf5'], ['Rxd5', 'Re2'], ['Bg5', 'Ng3\n'], ['Bh4', 'Nf5'], ['Bf2', 'Rxa2'], ['Rd8+', 'Kg7'], ['Be1', 'Be4'], ['Rd7+', 'Kg6'], ['Bb4', 'Ng3'], ['Rd6+', 'Kg5']]",0-1
Cologne MT,Cologne,1877.??.??,?,"Wemmers, Carl","Zukertort, Johannes Hermann",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'd6'], ['Bxc6+', 'bxc6'], ['h3', 'g6'], ['Nc3', 'Bg7'], ['Be3', 'c5\n'], ['Qd2', 'h6'], ['Ne2', 'Rb8'], ['c4', 'Ng8'], ['g4', 'Ne7'], ['Nc3', 'Nc6'], ['b3', 'Nd4'], ['Bxd4', 'cxd4\n'], ['Nd5', 'c6'], ['Nb4', 'Qb6'], ['Nc2', 'd5'], ['exd5', 'cxd5'], ['cxd5', 'Bb7'], ['O-O', 'O-O'], ['Rae1', 'Rfe8\n'], ['Nb4', 'Rbd8'], ['g5', 'h5'], ['Nh4', 'a5'], ['Nc2', 'Bxd5'], ['f3', 'Rc8'], ['Qf2', 'Be6'], ['Kg2', 'Rc3\n'], ['Qd2', 'Qa6'], ['Rd1', 'Qc8'], ['Rf2', 'Bxh3+'], ['Kh2', 'Bd7'], ['Na3', 'a4'], ['Nc4', 'axb3'], ['Nd6', 'Qb8\n'], ['Ne4', 'Rc2'], ['Qe1', 'Rxf2+'], ['Qxf2', 'Bc6'], ['Rb1', 'bxa2'], ['Qxa2', 'Qd8'], ['Rg1', 'Bxe4'], ['fxe4', 'Qa8\n'], ['Qb3', 'Rb8'], ['Qd1', 'Qa2+'], ['Rg2', 'Qb1'], ['Qf3', 'Qc1'], ['Rf2', 'Qxg5'], ['Qxf7+', 'Kh7'], ['Nf3', 'Qf4+\n'], ['Qxf4', 'exf4'], ['Ng5+', 'Kg8'], ['Kh3', 'Rb5'], ['Ne6', 'g5'], ['Kh2', 'Kf7'], ['Nd8+', 'Ke7'], ['Nc6+', 'Kd7\n'], ['Rc2', 'g4']]",0-1
Leipzig playoff-2pl,Leipzig,1877.??.??,?,"Zukertort, Johannes Hermann","Anderssen, Adolf",,,C30,"[['e4', 'e5'], ['Nc3', 'Bc5'], ['f4', 'd6'], ['Nf3', 'Nf6'], ['Bc4', 'Nc6'], ['d3', 'Bg4'], ['Na4', 'Bb6'], ['Nxb6', 'axb6\n'], ['c3', 'exf4'], ['Bxf4', 'Nh5'], ['Be3', 'Ne5'], ['O-O', 'Nxc4'], ['dxc4', 'Qe7'], ['Qd3', 'O-O'], ['a3', 'Rae8\n'], ['Nd2', 'Qe5'], ['Rae1', 'f5'], ['Qd5+', 'Qxd5'], ['exd5', 'f4'], ['Bd4', 'Be2'], ['Rf2', 'Bd3'], ['Rd1', 'g5\n'], ['b3', 'g4'], ['Nb1', 'g3'], ['Rb2', 'Be2'], ['Rc1', 'Rf7'], ['Nd2', 'Rfe7'], ['Nf3', 'Bxf3'], ['gxf3', 'Re2\n'], ['Rxe2', 'Rxe2'], ['hxg3', 'fxg3'], ['Kh1', 'Nf4'], ['Bg1', 'h5'], ['Rd1', 'Nh3'], ['b4', 'Kf7'], ['a4', 'h4\n'], ['a5', 'Ng5'], ['Rd3', 'h3'], ['f4', 'Ne4'], ['axb6', 'cxb6'], ['Re3', 'Nf2+'], ['Bxf2', 'gxf2']]",0-1
Leipzig,Leipzig,1877.??.??,1,"Zukertort, Johannes Hermann","Franke, August Wilhelm",,,C25,"[['e4', 'e5'], ['Nc3', 'Bc5'], ['f4', 'exf4'], ['Nf3', 'd6'], ['d4', 'Bb6'], ['Bxf4', 'Ne7'], ['Bc4', 'Be6'], ['Bd3', 'Bg4\n'], ['Be3', 'Nbc6'], ['Bc4', 'Qd7'], ['O-O', 'f5'], ['h3', 'Bh5'], ['Qd3', 'f4'], ['Bf2', 'h6'], ['Bb5', 'Bxf3\n'], ['Qxf3', 'O-O'], ['d5', 'Ne5'], ['Bxd7', 'Nxf3+'], ['gxf3', 'Rad8'], ['Be6+', 'Kh8'], ['Bxb6', 'axb6\n'], ['Kf2', 'Rf6'], ['Rg1', 'c6'], ['Rg4', '']]",1-0
Leipzig,Leipzig,1877.??.??,2,"Paulsen, Louis","Zukertort, Johannes Hermann",,,C48,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['Bb5', 'Bc5'], ['O-O', 'd6'], ['d4', 'exd4'], ['Nxd4', 'Bd7'], ['Nf5', 'O-O\n'], ['Bg5', 'Bxf5'], ['exf5', 'Nd4'], ['Bd3', 'd5'], ['Bxf6', 'gxf6'], ['Na4', 'Qd6'], ['Nxc5', 'Qxc5'], ['Qg4+', 'Kh8\n'], ['Qh4', 'Rg8'], ['Qxf6+', 'Rg7'], ['c3', 'Nc6'], ['Rae1', 'Rg8'], ['Re3', 'Qd6'], ['Qxd6', 'Rxg2+'], ['Kh1', 'cxd6\n'], ['f6', 'Ne5'], ['Bxh7', 'Ng4'], ['Bxg8', 'Nxe3'], ['Bxf7', '']]",1-0
Leipzig,Leipzig,1877.??.??,3,"Leffmann, Karl","Zukertort, Johannes Hermann",,,C50,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['d3', 'Nf6'], ['Nc3', 'd6'], ['O-O', 'Bg4'], ['h3', 'Bh5'], ['g4', 'Bg6\n'], ['Ne2', 'Qd7'], ['Kg2', 'O-O-O'], ['Nh2', 'd5'], ['exd5', 'Nxd5'], ['Bg5', 'f6'], ['Bh4', 'h5'], ['g5', 'Bf5\n'], ['Bxd5', 'Qxd5+'], ['f3', 'Qe6'], ['Ng1', 'Be3'], ['Qe1', 'Bf4'], ['gxf6', 'gxf6'], ['Kh1', 'Bxh3'], ['Nxh3', 'Qxh3\n'], ['Qf2', 'Rhf8'], ['Rg1', 'Bxh2'], ['Qxh2', 'Qxf3+'], ['Qg2', 'Nd4'], ['Raf1', 'Qxg2+'], ['Rxg2', 'Rd6\n'], ['Rgf2', 'Kd7'], ['Bxf6', 'Ke6'], ['c3', 'Nc6'], ['d4', 'exd4'], ['cxd4', 'Rg8'], ['Re1+', 'Kd7'], ['Be5', 'Nxe5\n'], ['dxe5', 'Rd4'], ['e6+', 'Kd6'], ['Rh2', 'Re8'], ['Rhe2', 'Ke7'], ['Rg2', 'Rh4+'], ['Kg1', 'Rg4'], ['Rxg4', 'hxg4\n'], ['Kg2', 'Rg8'], ['Kg3', 'Rg6'], ['Re4', 'Rxe6'], ['Rxg4', 'Rb6'], ['Rg7+', 'Kd6'], ['Rg6+', 'Ke5'], ['Rxb6', 'axb6\n'], ['Kf3', 'Kd4'], ['Ke2', 'b5'], ['Kd2', 'b4'], ['Kc2', 'c5'], ['Kd2', 'b5'], ['b3', 'c4'], ['Kc2', 'c3'], ['Kc1', 'Kd3\n'], ['Kd1', 'c2+'], ['Kc1', '']]",0-1
Leipzig,Leipzig,1877.??.??,4,"Zukertort, Johannes Hermann","Anderssen, Adolf",,,C23,"[['e4', 'e5'], ['Nc3', 'Nc6'], ['Bc4', 'Bc5'], ['d3', 'd6'], ['Na4', 'Bb6'], ['Nxb6', 'axb6'], ['c3', 'Nf6'], ['f4', 'O-O\n'], ['Nf3', 'exf4'], ['Bxf4', 'Be6'], ['Bb3', 'Nd7'], ['O-O', 'Bxb3'], ['Qxb3', 'Nc5'], ['Qc2', 'Ne6'], ['Bg3', 'd5\n'], ['d4', 'Qd7'], ['a3', 'Ne7'], ['Rae1', 'b5'], ['Ne5', 'Qe8'], ['exd5', 'Nxd5'], ['Qe4', 'c6'], ['Nxf7', 'Rxf7\n'], ['Qxe6', 'Qxe6'], ['Rxe6', 'Rxf1+'], ['Kxf1', 'Kf7'], ['Re5', 'h6'], ['Ke2', 'g5'], ['Kd3', 'Nb6']]",1/2-1/2
Leipzig,Leipzig,1877.??.??,5,"Zukertort, Johannes Hermann","Goering, Carl Theodor",,,C30,"[['e4', 'e5'], ['Nc3', 'Bc5'], ['f4', 'd6'], ['Nf3', 'Nc6'], ['Bb5', 'Bg4'], ['Na4', 'Bb6'], ['Nxb6', 'axb6'], ['O-O', 'Nf6\n'], ['d3', 'O-O'], ['c3', 'exf4'], ['Bxf4', 'Nh5'], ['Qd2', 'Ne7'], ['d4', 'Ng6'], ['Be3', 'h6'], ['Bc4', 'Nf6\n'], ['Qc2', 'd5'], ['exd5', 'Nxd5'], ['Bd2', 'Qd6'], ['h3', 'Be6'], ['Bd3', 'Ndf4'], ['Bxf4', 'Nxf4'], ['Bh7+', 'Kh8\n'], ['Ne5', 'f6'], ['Rxf4', 'fxe5'], ['Rxf8+', 'Rxf8'], ['dxe5', 'Qxe5'], ['Rd1', 'Bxh3'], ['gxh3', 'Qg3+\n'], ['Kh1', 'Qxh3+'], ['Kg1', 'Qg4+'], ['Kh1', 'Qh4+'], ['Kg2', 'Qg5+'], ['Kh2', 'Rf4'], ['Rd4', 'Rf3'], ['Qg2', 'Qe5+\n'], ['Kh1', 'Qe1+'], ['Kh2', 'Rf2'], ['Be4', 'Rxg2+'], ['Kxg2', 'g5'], ['Kf3', 'Kg7'], ['Rd7+', 'Kf6'], ['Rh7', 'h5']]",0-1
Leipzig,Leipzig,1877.??.??,6,"Winawer, Szymon","Zukertort, Johannes Hermann",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['Bb5', 'a6'], ['Ba4', 'Bc5'], ['O-O', 'b5'], ['Bb3', 'd6'], ['d3', 'Bg4\n'], ['Be3', 'Nd4'], ['Bxd4', 'Bxd4'], ['h3', 'Bxf3'], ['Qxf3', 'c6'], ['Nd1', 'O-O'], ['c3', 'Bb6'], ['Ne3', 'Bxe3\n'], ['fxe3', 'Ra7'], ['Rf2', 'Re7'], ['Rd1', 'Nd7'], ['Rdf1', 'Nc5'], ['Bc2', 'Re6'], ['d4', 'Rf6'], ['Qd1', 'Rxf2\n'], ['Rxf2', 'Nd7'], ['Qg4', 'Qe7'], ['Qf3', 'Nf6'], ['Qf5', 'Re8'], ['g4', 'h6'], ['g5', 'hxg5'], ['Qxg5', 'exd4\n'], ['cxd4', 'Nxe4'], ['Qxe7', 'Rxe7'], ['Bxe4', 'Rxe4'], ['Rc2', 'c5'], ['dxc5', 'dxc5'], ['Rxc5', 'Rxe3\n'], ['Rc6', 'Rxh3'], ['Rxa6', 'Rd3'], ['b3', 'Rd2'], ['a4', 'bxa4'], ['Ra8+', 'Kh7'], ['Rxa4', 'g5'], ['Rg4', 'Kg6\n'], ['Rg3', 'f5'], ['Kf1', 'f4'], ['Rc3', 'g4'], ['Ke1', 'Rb2'], ['Kf1', 'g3'], ['Rc8', 'Kf5']]",0-1
Leipzig,Leipzig,1877.??.??,7,"Zukertort, Johannes Hermann","Englisch, Berthold",,,C49,"[['e4', 'e5'], ['Nc3', 'Nc6'], ['Nf3', 'Nf6'], ['Bb5', 'Bb4'], ['Nd5', 'Bc5'], ['d3', 'a6'], ['Bc4', 'h6'], ['c3', 'd6\n'], ['Bb3', 'O-O'], ['h3', 'Be6'], ['Ne3', 'd5'], ['exd5', 'Nxd5'], ['Nxd5', 'Bxd5'], ['O-O', 'Bxb3'], ['Qxb3', 'Rb8\n'], ['Qc2', 'Qf6'], ['Be3', 'Bd6'], ['Nd2', 'Ne7'], ['Ne4', 'Qe6'], ['d4', 'Nf5'], ['Nxd6', 'cxd6'], ['Qd2', 'Rfe8\n'], ['Rfe1', 'Rbc8'], ['f3', 'Qg6'], ['Bf2', 'exd4'], ['Bxd4', 'Nxd4'], ['Qxd4', 'Re6'], ['Rxe6', 'Qxe6\n'], ['a3', 'Qe5'], ['Rd1', 'Qxd4+'], ['Rxd4', 'Rc6'], ['Rb4', 'b6'], ['Kf2', 'Kf8'], ['Ke3', 'Ke7'], ['Ra4', 'b5\n'], ['Rg4', 'Kf8'], ['a4', 'Rc5'], ['Kd3', 'f6'], ['axb5', 'axb5'], ['b4', 'Re5'], ['Re4', 'Rf5'], ['f4', 'g5\n'], ['g4', 'Rd5+'], ['Rd4', 'Rxd4+'], ['Kxd4', 'gxf4'], ['Ke4', 'Kf7'], ['Kxf4', 'Ke6'], ['Ke4', 'd5+'], ['Kf4', 'd4\n'], ['cxd4', 'Kd5'], ['Kf5', 'Kc4'], ['d5', 'Kxd5'], ['Kxf6', 'Kc4'], ['h4', 'Kxb4'], ['g5', 'hxg5'], ['hxg5', 'Kc3\n'], ['g6', 'b4'], ['g7', 'b3'], ['g8=Q', 'b2'], ['Qg6', '']]",1-0
Leipzig,Leipzig,1877.??.??,8,"Paulsen, Wilfried","Zukertort, Johannes Hermann",,,C52,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Ba5'], ['d4', 'exd4'], ['O-O', 'dxc3'], ['Qb3', 'Qf6\n'], ['e5', 'Qg6'], ['Nxc3', 'Nge7'], ['Ba3', 'O-O'], ['Rad1', 'b5'], ['Nxb5', 'Rb8'], ['Bxe7', 'Nxe7'], ['Qa3', 'Nc6\n'], ['Nbd4', 'Bb4'], ['Qc1', 'Bb7'], ['Bd3', 'Nxd4'], ['Nh4', 'Qxd3'], ['Rxd3', 'Ne2+'], ['Kh1', 'Nxc1'], ['Rxc1', 'Bc6\n'], ['h3', 'Rfe8'], ['f4', 'g6'], ['Nf3', 'Ba5'], ['Nd4', 'Be4'], ['Rg3', 'Rb2'], ['Nb3', 'Rxa2'], ['Nxa5', 'Rxa5\n'], ['Rxc7', 'Bc6'], ['Kh2', 'Ra2'], ['h4', 'Rf2'], ['h5', 'Rxf4'], ['h6', 'Rh4+'], ['Rh3', 'Rxh3+'], ['Kxh3', 'a5\n'], ['g4', 'a4'], ['Kg3', 'a3'], ['Ra7', 'Ra8']]",0-1
Leipzig,Leipzig,1877.??.??,9,"Metger, Johannes","Zukertort, Johannes Hermann",,,C44,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['c3', 'dxc3'], ['Bc4', 'Nf6'], ['Ng5', 'Ne5'], ['Bb3', 'd5'], ['exd5', 'Bb4\n'], ['O-O', 'O-O'], ['Nxc3', 'h6'], ['Nge4', 'Nxe4'], ['Nxe4', 'Qh4'], ['Qd4', 'Bd6'], ['f4', 'Ng4'], ['h3', 'Nf6\n'], ['Nxf6+', 'gxf6'], ['Bc2', 'Bxh3'], ['Qd3', 'Bc5+'], ['Be3', 'Bf5'], ['Qd2', 'Bxe3+'], ['Qxe3', 'Bxc2\n'], ['Rf3', 'Bf5'], ['Raf1', 'Bg4'], ['Rg3', 'f5'], ['Rff3', 'Qf6']]",0-1
Leipzig,Leipzig,1877.??.??,10,"Zukertort, Johannes Hermann","Schallopp, Emil",,,C45,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Bc5'], ['Nb3', 'Bb6'], ['Nc3', 'Nge7'], ['Bg5', 'f6'], ['Bf4', 'Ng6\n'], ['Bg3', 'd6'], ['f4', 'f5'], ['Bc4', 'h5'], ['Qd5', 'Qf6'], ['O-O-O', 'h4'], ['e5', 'dxe5'], ['fxe5', 'Qg5+\n'], ['Kb1', 'Rf8'], ['Bb5', 'Ne7'], ['Qd8+', 'Kf7'], ['Bc4+', 'Be6'], ['Bxe6+', 'Kxe6'], ['Qd7+', 'Kf7'], ['e6+', 'Kg6\n'], ['Bxc7', 'Rad8'], ['Bxd8', 'Rxd8'], ['Qxb7', 'Qxg2'], ['Rxd8', 'Qxh1+'], ['Rd1', 'Qxh2'], ['Qd7', 'Qb8\n'], ['Nd5', 'Nxd5'], ['Rxd5', 'Ne5'], ['Qb5', 'a6'], ['Qe2', 'Ng4'], ['e7', 'Nf6'], ['Qe6', '']]",1-0
Leipzig,Leipzig,1877.??.??,11,"Flechsig, Ernst","Zukertort, Johannes Hermann",,,C48,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Nc3', 'Nf6'], ['Bb5', 'Bc5'], ['Nxe5', 'Nxe5'], ['d4', 'Bd6'], ['f4', 'Ng6'], ['e5', 'Be7\n'], ['exf6', 'Bxf6'], ['O-O', 'O-O'], ['Ne4', 'd5'], ['Nxf6+', 'Qxf6'], ['c3', 'Bf5'], ['Bd3', 'Rfe8'], ['Qc2', 'Bxd3\n'], ['Qxd3', 'Re4'], ['g3', 'Rae8'], ['Bd2', 'h5'], ['Rae1', 'Qf5'], ['Kg2', 'h4'], ['Qf3', 'h3+'], ['Kg1', 'Rxe1\n'], ['Rxe1', 'Rxe1+'], ['Bxe1', 'Qb1'], ['Qe2', 'Qxa2'], ['f5', 'Nf8'], ['g4', 'a5'], ['Kf2', 'a4'], ['Qd2', 'Nd7\n'], ['Kg3', 'Nf6'], ['Kxh3', 'Ne4'], ['Qg2', 'Qb1'], ['Qe2', 'Qc1'], ['Kg2', 'c6'], ['h3', 'Kf8'], ['Kf3', 'b5\n'], ['Kg2', 'Kg8'], ['Kf3', 'f6'], ['Kg2', 'a3'], ['bxa3', 'Qxa3'], ['Qc2', 'Qa1'], ['Kf1', 'b4'], ['cxb4', 'Qxd4\n'], ['Kg2', 'Qe3'], ['Qb1', 'd4'], ['Qa2+', 'Kh7'], ['Bf2', 'Nxf2'], ['Qxf2', 'Qe4+'], ['Qf3', 'Qc2+'], ['Kg3', 'Qc3\n'], ['Kf2', 'Qxb4'], ['Qxc6', 'Qd2+'], ['Kg3', 'Qe1+'], ['Kg2', 'd3'], ['g5', 'Qe2+'], ['Kg3', 'Qe3+'], ['Kg2', 'Qxg5+\n'], ['Kf2', 'Qf4+'], ['Kg2', 'Qd2+'], ['Kg3', 'Qe1+']]",0-1
Paris,Paris,1878.??.??,1,"Zukertort, Johannes Hermann","Englisch, Berthold",,,C51,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bb6'], ['a4', 'a6'], ['d4', 'Bxd4'], ['Nxd4', 'Nxd4'], ['O-O', 'd6\n'], ['f4', 'Be6'], ['Bxe6', 'Nxe6'], ['f5', 'Ng5'], ['Nc3', 'h6'], ['Be3', 'Nf6'], ['Qd3', 'Ngh7'], ['a5', 'Qd7\n'], ['Nd5', 'Nxd5'], ['exd5', 'f6'], ['c4', 'Ng5'], ['h4', 'Nf7'], ['Qe4', 'c6'], ['Rad1', 'O-O'], ['c5', 'Rfd8\n'], ['cxd6', 'Qxd6'], ['Bc5', 'cxd5'], ['Qg4', 'Qd7'], ['Rd3', 'e4'], ['Rg3', 'Ne5'], ['Qh5', 'Kh8'], ['Be3', 'Qe8\n'], ['Rg6', 'Nxg6'], ['fxg6', 'Qf8'], ['g4', 'd4'], ['Bxh6', 'gxh6'], ['g5', 'Qg7'], ['gxf6', 'Qxg6+'], ['Qxg6', 'Rg8\n'], ['h5', 'e3'], ['Rf4', 'Rad8'], ['Re4', 'Rdf8'], ['Re6', 'Rxg6+'], ['hxg6', 'Rg8'], ['Kh2', 'd3'], ['Rxe3', 'd2\n'], ['g7+', 'Kh7'], ['Rd3', 'Kg6'], ['Rxd2', 'Kxf6'], ['Rd6+', 'Kxg7'], ['Rd7+', 'Kf6'], ['Rxb7', 'Ra8']]",1/2-1/2
Paris playoff-1pl,Paris,1878.??.??,1,"Zukertort, Johannes Hermann","Winawer, Szymon",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['Nc3', 'Bc5'], ['O-O', 'b5'], ['Bb3', 'd6'], ['a4', 'Rb8\n'], ['axb5', 'axb5'], ['Qe2', 'b4'], ['Nd5', 'O-O'], ['d3', 'Bg4'], ['Be3', 'Nd4'], ['Bxd4', 'Bxd4'], ['Ra2', 'Nh5\n'], ['Kh1', 'c6'], ['Ne3', 'Nf4'], ['Qd2', 'Bxf3'], ['gxf3', 'Qh4'], ['Rg1', 'Nh3'], ['Rg3', 'Qh6'], ['Kg2', 'Nf4+\n'], ['Kh1', 'Nh3'], ['Kg2', 'Nf4+'], ['Kh1', 'Nh5'], ['Rg4', 'Ra8'], ['c3', 'Rxa2'], ['Bxa2', 'bxc3'], ['bxc3', 'Bxe3\n'], ['fxe3', 'Nf6'], ['Rg3', 'd5'], ['exd5', 'cxd5'], ['f4', 'exf4'], ['exf4', 'Re8'], ['Bb3', 'd4'], ['cxd4', 'Qh5\n'], ['h3', 'Re2'], ['Qc1', 'Qh4'], ['Re3', 'Rxe3'], ['Qxe3', 'h6'], ['Kg2', 'Nh5'], ['Qe8+', 'Kh7'], ['Qe4+', 'g6\n'], ['Bxf7', 'Qg3+'], ['Kf1', 'Qxh3+'], ['Ke1', 'Qg3+'], ['Kd1', 'Nxf4'], ['Bg8+', 'Kg7'], ['Qe5+', '']]",1/2-1/2
Paris,Paris,1878.??.??,1,"Englisch, Berthold","Zukertort, Johannes Hermann",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'd6'], ['Nc3', 'Bd7'], ['Bg5', 'Ne7'], ['Bc4', 'Ng6'], ['Nh4', 'Nxh4\n'], ['Bxh4', 'Be7'], ['O-O', 'O-O'], ['f4', 'c6'], ['Qe1', 'exf4'], ['Rxf4', 'Be6'], ['Bb3', 'Nd7'], ['Bxe7', 'Qxe7\n'], ['Qg3', 'Ne5'], ['Raf1', 'Rad8'], ['R4f2', 'Ng6'], ['Qe3', 'Bxb3'], ['axb3', 'b6'], ['Qd2', 'Rd7'], ['Ne2', 'd5\n'], ['exd5', 'Rxd5'], ['Ng3', 'f6'], ['Nf5', 'Qd7'], ['Qe3', 'Re8'], ['Qg3', 'Rde5'], ['Qg4', 'Kh8'], ['h4', 'Re1\n'], ['h5', 'Rxf1+'], ['Rxf1', 'Ne5'], ['Qf4', 'c5'], ['b4', 'g5'], ['hxg6', 'Nxg6'], ['Qd6', 'Qxd6'], ['Nxd6', 'Re2\n'], ['bxc5', 'Rxc2'], ['cxb6', 'axb6'], ['Rf2', 'Rc1+'], ['Rf1', 'Rc2']]",1/2-1/2
Paris,Paris,1878.??.??,2,"Mackenzie, George Henry","Zukertort, Johannes Hermann",,,C84,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['d4', 'exd4'], ['O-O', 'Be7'], ['e5', 'Ne4'], ['Nxd4', 'Nxd4\n'], ['Qxd4', 'Nc5'], ['Bb3', 'Nxb3'], ['axb3', 'O-O'], ['Bf4', 'd5'], ['exd6', 'Bxd6'], ['Bxd6', 'Qxd6'], ['Qxd6', 'cxd6\n'], ['c4', 'Bf5'], ['Re1', 'Rad8'], ['Nc3', 'Bc2'], ['Ra3', 'Rfe8'], ['Rc1', 'Be4'], ['f3', 'Bc6'], ['Kf2', 'd5\n'], ['Rd1', 'dxc4'], ['bxc4', 'Rxd1'], ['Nxd1', 'Rd8'], ['Ke2', 'f5'], ['Rd3', 'Rc8']]",1/2-1/2
Paris,Paris,1878.??.??,2,"Zukertort, Johannes Hermann","Mackenzie, George Henry",,,C49,"[['e4', 'e5'], ['Nc3', 'Nc6'], ['Nf3', 'Nf6'], ['Bb5', 'Bb4'], ['Nd5', 'Bc5'], ['d3', 'h6'], ['c3', 'a6'], ['Ba4', 'O-O\n'], ['O-O', 'd6'], ['Be3', 'Bxe3'], ['fxe3', 'Nxd5'], ['exd5', 'Ne7'], ['Bb3', 'Ng6'], ['Qe1', 'f5'], ['Rd1', 'Bd7\n'], ['e4', 'f4'], ['h3', 'Kh7'], ['d4', 'Qe7'], ['dxe5', 'Nxe5'], ['c4', 'Nxf3+'], ['Rxf3', 'Be8'], ['g4', 'Bg6\n'], ['Bc2', 'Rae8'], ['Qf2', 'Qe5'], ['Bd3', 'Qg5'], ['Re1', 'Re5'], ['Kh2', 'Qf6'], ['h4', 'Qe7'], ['h5', 'Be8\n'], ['Rf1', 'Bd7'], ['Rxf4', 'Rxf4'], ['Qxf4', 'Qh4+'], ['Kg2', 'Bxg4'], ['Qg3', 'Qxh5'], ['Rf4', 'Bd7'], ['Kf2', 'Kg8\n'], ['Be2', 'Qg5'], ['Qf3', 'Qe7'], ['Bd3', 'g5'], ['Qg2', 'Qg7'], ['Rf3', 'g4'], ['Rf4', 'h5'], ['c5', 'h4'], ['c6', 'bxc6\n'], ['dxc6', 'Be6'], ['Kg1', 'Rc5'], ['Qd2', 'h3'], ['Qb4', 'Rc1+'], ['Kf2', 'Qe7'], ['e5', 'h2'], ['Qb8+', 'Kg7\n'], ['Rf6', 'Bf7'], ['Rh6', 'g3+']]",0-1
