London Simpsons,London,1851.??.??,?,Blackburne/Steel,Zukertort/Hoffer,,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['d3', 'd6'], ['Nbd2', 'a6'], ['Bb3', 'h6'], ['Nf1', 'Ne7\n'], ['Be3', 'Ng6'], ['Qd2', 'Qe7'], ['Ng3', 'Bd7'], ['O-O', 'O-O-O'], ['c4', 'Bg4'], ['Bd1', 'Nh5'], ['Nd4', 'Bxd1\n'], ['Ndf5', 'Qd7'], ['Raxd1', 'Ngf4'], ['Nxh5', 'Nxh5'], ['b4', 'Bxe3'], ['fxe3', 'g6'], ['Nh4', 'Ng7'], ['b5', 'axb5\n'], ['Qa5', 'Kb8'], ['Rb1', 'Ne6'], ['Rxb5', 'c6'], ['Rb6', 'Qc7'], ['Rfb1', 'Rd7'], ['Qa3', 'Qc8'], ['Ra6', 'Nc7\n'], ['Rxc6', 'Rg8'], ['Nf3', 'f5'], ['Nd2', 'Rf7'], ['c5', 'dxc5'], ['Nc4', 'Rd8'], ['Nb6', 'bxc6'], ['Nd7+', '']]",1-0
London,London,1883.??.??,14,"Bird, Henry Edward","Zukertort, Johannes Hermann",,,C54,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['c3', 'Nf6'], ['b4', 'Bb6'], ['d3', 'd6'], ['a4', 'a5'], ['b5', 'Ne7'], ['Be3', 'Bxe3\n'], ['fxe3', 'c6'], ['O-O', 'O-O'], ['Na3', 'Ng6'], ['Bb3', 'd5'], ['exd5', 'cxd5'], ['Qd2', 'Bg4'], ['d4', 'Bxf3\n'], ['Rxf3', 'Rc8'], ['Bc2', 'e4'], ['Rh3', 'Qc7'], ['Nb1', 'Ne7'], ['Bd1', 'Nf5'], ['Qf2', 'Nd6'], ['Ra2', 'Rfd8\n'], ['Qh4', 'Nf5'], ['Qg5', 'Ne7'], ['Rf2', 'Rd6'], ['Rg3', 'Ng6'], ['Bb3', 'Qd7'], ['Qf5', 'Qxf5'], ['Rxf5', 'Ne7\n'], ['Rf2', 'Nd7'], ['Kf1', 'g6'], ['h4', 'h5'], ['Ke1', 'Kf8'], ['Rh3', 'Nf5'], ['Kd2', 'Nf6'], ['Bd1', 'Ng4\n'], ['Rf4', 'Kg7'], ['Be2', 'Rf6'], ['c4', 'dxc4'], ['Nc3', 'Nxd4'], ['Bxg4', 'Nb3+'], ['Ke1', 'hxg4'], ['Rxg4', 'Nc5\n'], ['Ke2', 'Re6'], ['h5', 'Rd8'], ['hxg6', 'Rxg6'], ['Rxg6+', 'Kxg6'], ['Rg3+', 'Kf6'], ['Rg4', 'Ke5'], ['Rg5+', 'f5\n'], ['g4', 'Rf8'], ['gxf5', 'Rxf5'], ['Rg8', 'Rh5'], ['Re8+', 'Kf5'], ['Rf8+', 'Ke6'], ['Rf2', 'Rh1'], ['Rf4', 'Rh2+\n'], ['Kd1', 'Ke5'], ['Rg4', 'Rh1+'], ['Kd2', 'Rh2+'], ['Kd1', 'b6'], ['Rg5+', 'Kf6'], ['Rd5', 'Rh1+'], ['Kc2', 'Rh2+\n'], ['Kd1', 'Rh3'], ['Ke2', 'Rh2+'], ['Kd1', 'Rh1+'], ['Kc2', 'Ra1'], ['Rxc5', 'bxc5'], ['b6', 'Rh1'], ['b7', 'Rh2+\n'], ['Kc1', 'Rh8'], ['Nxe4+', 'Ke7'], ['Kc2', 'Rb8'], ['Nxc5', 'Kd6'], ['Ne4+', 'Kd5'], ['Nf6+', 'Kc6'], ['Kc3', 'Rxb7\n'], ['Kxc4', 'Rb4+'], ['Kd3', 'Rxa4'], ['Ne4', 'Ra3+'], ['Kd4', 'Kb5'], ['Nd6+', 'Kb4'], ['Nc4', 'Ra1'], ['Nb2', 'a4\n'], ['Nd3+', 'Kb3'], ['Nc5+', 'Kc2'], ['e4', 'a3'], ['Kc4', 'a2']]",0-1
London,London,1883.??.??,15,"Englisch, Berthold","Zukertort, Johannes Hermann",,,C65,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['d3', 'd6'], ['Nc3', 'g6'], ['h3', 'Bg7'], ['Be3', 'Bd7'], ['Qd2', 'h6\n'], ['O-O', 'Ng8'], ['d4', 'exd4'], ['Nxd4', 'Nge7'], ['Rad1', 'Ne5'], ['Be2', 'g5'], ['f4', 'gxf4'], ['Bxf4', 'N7g6\n'], ['Be3', 'Nh4'], ['Rf2', 'Rg8'], ['Kh1', 'c6'], ['Nb3', 'Bf8'], ['Bxh6', 'Nxg2'], ['Rxg2', 'Rxg2'], ['Kxg2', 'Qh4\n'], ['Bg5', 'Qxh3+'], ['Kg1', 'Qg3+'], ['Kh1', 'Qh3+'], ['Kg1', 'Qg3+'], ['Kh1', 'Ng4'], ['Bxg4', 'Bxg4\n'], ['Rf1', 'Bf3+'], ['Rxf3', 'Qxf3+'], ['Qg2', 'Qh5+'], ['Kg1', 'Kd7'], ['Kf2', 'Bg7'], ['Bf4', 'Bxc3'], ['bxc3', 'Re8\n'], ['Qf3', 'Qh4+'], ['Kf1', 'f5'], ['Nc5+', 'dxc5'], ['Qd3+', 'Ke7'], ['Qd6+', 'Kf7'], ['Qd7+', 'Re7'], ['Qxf5+', 'Qf6\n'], ['Qh7+', 'Ke8'], ['Qg8+', 'Qf8'], ['Qxf8+', 'Kxf8'], ['Bd6', 'Kf7'], ['Bxe7', 'Kxe7'], ['Ke2', 'Ke6\n'], ['Kf3', 'Ke5'], ['Ke3', 'c4'], ['Kf3', 'b5'], ['Ke3', 'c5'], ['Kf3', 'b4'], ['Ke3', 'a5'], ['cxb4', 'cxb4\n'], ['Kd2', 'Kxe4'], ['Kc1', 'c3'], ['Kd1', 'Kf3'], ['Kc1', 'Ke2']]",0-1
London,London,1883.??.??,17,"Zukertort, Johannes Hermann","Mason, James",,,D04,"[['Nf3', 'd5'], ['d4', 'Nf6'], ['e3', 'Bg4'], ['Be2', 'Bxf3'], ['Bxf3', 'e6'], ['O-O', 'Bd6'], ['c4', 'c6'], ['Nc3', 'Nbd7\n'], ['b3', 'Rc8'], ['Bd2', 'Bb8'], ['Re1', 'h5'], ['cxd5', 'cxd5'], ['e4', 'dxe4'], ['Nxe4', 'Nxe4'], ['Bxe4', 'Nf6\n'], ['Bxb7', 'Bxh2+'], ['Kf1', 'Rb8'], ['Qf3', 'Bd6'], ['Bg5', 'Be7'], ['Rad1', 'O-O'], ['Bxf6', 'Bxf6'], ['Be4', 'g6\n'], ['d5', 'exd5'], ['Rxd5', 'Qb6'], ['Qg3', 'Bg7'], ['Rd6', 'Qc5'], ['Red1', 'Rbe8'], ['Bd5', 'Qc2'], ['Bc4', 'Kh7\n'], ['R6d2', 'Qf5'], ['Qc7', 'Bc3'], ['Rd3', 'Bg7'], ['Rd5', 'Qf6'], ['Qxa7', 'Ra8'], ['Qc5', 'Rxa2'], ['b4', 'Rc2\n'], ['Rxh5+', 'Kg8'], ['Rh3', 'Rc3'], ['Rxc3', 'Qxc3'], ['b5', 'Bf6'], ['b6', 'Kg7'], ['b7', 'Rh8'], ['Kg1', 'Be5\n'], ['Qd5', 'Bh2+'], ['Kf1', 'Qf6'], ['Qxf7+', 'Qxf7'], ['Bxf7', 'Kxf7'], ['g3', 'Bxg3'], ['fxg3', 'Ke6\n'], ['Kg2', 'Rb8'], ['Rb1', 'Kf5'], ['Kf3', 'Kg5'], ['Rb5+', 'Kf6'], ['Kg4', 'Kg7'], ['Kg5', 'Kh7'], ['Rb6', 'Kg7\n'], ['Rxg6+', 'Kf7'], ['Rb6', '']]",1-0
London,London,1883.??.??,19,"Noa, Josef","Zukertort, Johannes Hermann",,,C50,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['d3', 'Nf6'], ['Nc3', 'd6'], ['Be3', 'Bb6'], ['Qd2', 'Qe7'], ['Bg5', 'Ba5\n'], ['a3', 'h6'], ['Be3', 'Be6'], ['Bb5', 'O-O'], ['h3', 'Nd7'], ['b4', 'Bb6'], ['Bxc6', 'bxc6'], ['Ne2', 'f5\n'], ['exf5', 'Rxf5'], ['Nh2', 'd5'], ['Bxb6', 'axb6'], ['O-O', 'c5'], ['f4', 'cxb4'], ['axb4', 'Rxa1'], ['Rxa1', 'exf4\n'], ['Nxf4', 'Qg5'], ['Rf1', 'Nf8'], ['Qc1', 'd4'], ['Ne2', 'Rxf1+'], ['Kxf1', 'Qxc1+'], ['Nxc1', 'Bd5'], ['Ne2', 'Ne6\n'], ['Ng4', 'Kf7'], ['Ne5+', 'Kf6'], ['Ng4+', 'Ke7'], ['Ne5', 'Kd6'], ['Ng6', 'c5'], ['bxc5+', 'bxc5'], ['Nef4', 'Nc7\n'], ['Ke2', 'Bf7'], ['g3', 'Nb5'], ['g4', 'Be8'], ['Nh4', 'g5'], ['Nf5+', 'Ke5'], ['Ng2', 'h5'], ['Ne1', 'hxg4\n'], ['hxg4', 'Bd7'], ['Nh6', 'Kf4'], ['Kf2', 'Bc6'], ['Ke2', 'Nc3+'], ['Kf2', 'Nd1+'], ['Ke2', 'Ne3'], ['Ng8', 'Nxg4\n'], ['Ne7', 'Bb7'], ['Ng6+', 'Kf5'], ['Nf8', 'Ne5'], ['Kd2', 'g4'], ['Ke2', 'g3'], ['Kf1', 'Bd5']]",0-1
London,London,1883.??.??,20,"Steinitz, William","Zukertort, Johannes Hermann",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['d3', 'd6'], ['c3', 'g6'], ['d4', 'b5'], ['Bc2', 'Bb7'], ['d5', 'Ne7\n'], ['a4', 'bxa4'], ['Bxa4+', 'Nd7'], ['h4', 'h6'], ['h5', 'g5'], ['g4', 'Nc8'], ['Be3', 'Be7'], ['Nbd2', 'O-O\n'], ['Bc2', 'c6'], ['c4', 'Ncb6'], ['Ng1', 'Qc7'], ['b3', 'Rfc8'], ['dxc6', 'Qxc6'], ['Ne2', 'a5'], ['Nc3', 'a4\n'], ['Nxa4', 'Nxa4'], ['bxa4', 'Bd8'], ['O-O', 'Ba5'], ['Qe2', 'Bxd2'], ['Qxd2', 'Qxc4'], ['Bd3', 'Qe6'], ['f3', 'Nc5\n'], ['Bxc5', 'dxc5'], ['Rfb1', 'c4'], ['Bc2', 'c3'], ['Qe3', 'Ba6'], ['Rb6', 'Rc6'], ['a5', 'Rac8'], ['Kf2', 'Qc4\n'], ['Bb3', 'Qd4'], ['Bd5', 'Rxb6'], ['axb6', 'c2'], ['Qxd4', 'exd4'], ['Rc1', 'd3'], ['Ke3', 'Rb8'], ['b7', 'Kg7\n'], ['Kd2', 'Bxb7'], ['Bxb7', 'Rxb7'], ['Kxd3', 'Rb3+'], ['Kxc2', 'Rxf3'], ['Rg1', 'Re3'], ['Kd2', 'Rxe4\n'], ['Kd3', 'Rf4'], ['Ke3', 'Kf6'], ['Rg2', 'Ke5'], ['Rg1', 'f5'], ['Ra1', 'fxg4'], ['Ra5+', 'Kf6'], ['Ra6+', 'Kg7\n'], ['Ra7+', 'Rf7'], ['Ra4', 'g3'], ['Rg4', 'Rf4'], ['Rxg3', 'Rh4'], ['Kf2', 'Rxh5'], ['Ra3', 'Rh1'], ['Ra6', 'Rb1\n'], ['Kg3', 'Rb4'], ['Rc6', 'Re4'], ['Ra6', 'h5'], ['Rb6', 'h4+'], ['Kh3', 'Rf4'], ['Ra6', 'Rf6'], ['Ra8', 'Kg6\n'], ['Rg8+', 'Kh5'], ['Rh8+', 'Rh6'], ['Rg8', 'Rh7'], ['Ra8', 'g4+'], ['Kg2', 'Rf7'], ['Rh8+', 'Kg5'], ['Rg8+', 'Kf4\n'], ['Rh8', 'h3+'], ['Kh2', 'Kf3'], ['Rg8', 'Rf5'], ['Rg7', 'Kf4'], ['Rg8', 'Rf7'], ['Rg6', 'Ra7'], ['Rf6+', 'Kg5\n'], ['Rf2', 'Kh4'], ['Rf1', 'Ra4'], ['Rb1', 'g3+'], ['Kh1', 'h2']]",0-1
London,London,1883.??.??,22,"Zukertort, Johannes Hermann","Blackburne, Joseph Henry",,,D05,"[['d4', 'e6'], ['Nf3', 'Nf6'], ['e3', 'd5'], ['Bd3', 'Be7'], ['O-O', 'O-O'], ['b3', 'c5'], ['Bb2', 'Nc6'], ['Nbd2', 'cxd4\n'], ['exd4', 'b6'], ['c4', 'Ba6'], ['Re1', 'Rc8'], ['Rc1', 'Na5'], ['Ne5', 'Bb4'], ['c5', 'Bxd3'], ['Nxd3', 'Bxd2\n'], ['Qxd2', 'Ne4'], ['Qe3', 'Re8'], ['f3', 'Nf6'], ['Rc2', 'Nd7'], ['Rec1', 'bxc5'], ['dxc5', 'Nb8'], ['Ne5', 'f6\n'], ['c6', 'Rc7'], ['Qd2', 'fxe5'], ['Qxa5', 'Qc8'], ['Bxe5', 'Rf7'], ['Bxb8', 'Qxb8'], ['c7', 'Qc8'], ['Qxa7', 'e5\n'], ['Rc5', 'e4'], ['Rb5', 'Rff8'], ['Rb8', 'Qd7'], ['Rxe8', 'Rxe8'], ['Qa4', 'Qxa4'], ['bxa4', 'Rc8'], ['fxe4', 'dxe4\n'], ['Kf2', 'Kf7'], ['Ke3', 'Ke6'], ['Kxe4', 'g6'], ['Rc6+', 'Kd7'], ['Kd5', '']]",1-0
London,London,1883.??.??,23,"Rosenthal, Samuel","Zukertort, Johannes Hermann",,,C77,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'a6'], ['Ba4', 'Nf6'], ['d3', 'Bc5'], ['Nc3', 'b5'], ['Bb3', 'd6'], ['Nd5', 'Na5\n'], ['Bg5', 'c6'], ['Ne3', 'h6'], ['Bh4', 'g5'], ['Bg3', 'Qb6'], ['Qe2', 'Nxb3'], ['axb3', 'Nh5'], ['c3', 'Nf4\n'], ['Bxf4', 'gxf4'], ['Nf5', 'Qd8'], ['N3h4', 'Qf6'], ['O-O-O', 'Rg8'], ['d4', 'exd4'], ['cxd4', 'Bb4'], ['e5', 'dxe5\n'], ['dxe5', 'Qg5'], ['Nd6+', 'Bxd6'], ['exd6+', 'Be6'], ['Qc2', 'f3+'], ['Rd2', 'Kf8'], ['g3', 'Bd5'], ['Re1', 'Rd8\n'], ['Re3', 'Qf6'], ['Rdd3', 'Rg5'], ['Nxf3', 'Rf5'], ['Qc3', 'Rxd6'], ['Qc5', 'Kg7'], ['g4', 'Rf4'], ['Nh4', 'Re6\n'], ['Nf5+', 'Kh7'], ['f3', 'Bxb3'], ['Rc3', 'Bd5'], ['Qf8', 'Rxe3'], ['Rxe3', 'Bxf3'], ['Re5', 'Bxg4'], ['Nd6', 'Qxe5']]",0-1
London,London,1883.??.??,24,"Sellman, Alexander","Zukertort, Johannes Hermann",,,B88,"[['e4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'd6'], ['Bc4', 'e6'], ['O-O', 'Be7'], ['Be3', 'O-O\n'], ['Qe2', 'Bd7'], ['Rad1', 'Qc7'], ['Ndb5', 'Qb8'], ['Bf4', 'e5'], ['Bg5', 'a6'], ['Bxf6', 'gxf6'], ['Nxd6', 'Bxd6\n'], ['Qd3', 'Nd4'], ['Nd5', 'Be6'], ['Nxf6+', 'Kh8'], ['Bxe6', 'fxe6'], ['Nd7', 'Qc7'], ['Nxf8', 'Bxf8'], ['c3', 'Nb5\n'], ['Qd7', 'Qb6'], ['Rd3', 'Bg7'], ['Rg3', 'Rg8'], ['Rd1', 'Na7'], ['Qf7', 'Nc6'], ['Rxg7', 'Rxg7'], ['Qf8+', 'Rg8\n'], ['Qf6+', 'Rg7'], ['Rd7', '']]",1-0
London,London,1883.??.??,25,"Zukertort, Johannes Hermann","Mortimer, James",,,C52,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bc4', 'Bc5'], ['b4', 'Bxb4'], ['c3', 'Ba5'], ['d4', 'exd4'], ['O-O', 'dxc3'], ['Qb3', 'Qf6\n'], ['e5', 'Qg6'], ['Nxc3', 'Nge7'], ['Ba3', 'Rb8'], ['Nd5', 'Nxd5'], ['Bxd5', 'Nd8'], ['Rad1', 'b5'], ['Rd4', 'b4\n'], ['Nh4', 'Qb6'], ['Bb2', 'Ne6'], ['Nf5', 'g6'], ['Bxe6', 'fxe6'], ['Ng7+', 'Kd8'], ['Nxe6+', 'Ke7'], ['Nf4', 'Bb7\n'], ['Rxd7+', 'Kxd7'], ['Qf7+', 'Kc8'], ['e6', 'Ba6'], ['Rc1', 'Rd8'], ['e7', 'Kb7'], ['exd8=Q', 'Rxd8'], ['Ne6', 'Rd5\n'], ['Bf6', 'Qc6'], ['Ra1', 'Bc4'], ['Qe7', 'Qd6'], ['Qxd6', 'Rxd6'], ['Nc5+', 'Kc6'], ['Ne4', 'Re6'], ['f3', 'Bb6+\n'], ['Kh1', 'Bd5'], ['Rc1+', 'Kb5'], ['Bg5', 'Bxe4'], ['fxe4', 'Rxe4'], ['h4', 'h6'], ['Bd8', 'c5']]",0-1
World Championship 1st,USA,1886.??.??,1,"Zukertort, Johannes Hermann","Steinitz, William",,,D11,"[['d4', 'd5'], ['c4', 'c6'], ['e3', 'Bf5'], ['Nc3', 'e6'], ['Nf3', 'Nd7'], ['a3', 'Bd6'], ['c5', 'Bc7'], ['b4', 'e5'], ['Be2', 'Ngf6\n'], ['Bb2', 'e4'], ['Nd2', 'h5'], ['h3', 'Nf8'], ['a4', 'Ng6'], ['b5', 'Nh4'], ['g3', 'Ng2+'], ['Kf1', 'Nxe3+\n'], ['fxe3', 'Bxg3'], ['Kg2', 'Bc7'], ['Qg1', 'Rh6'], ['Kf1', 'Rg6'], ['Qf2', 'Qd7'], ['bxc6', 'bxc6'], ['Rg1', 'Bxh3+\n'], ['Ke1', 'Ng4'], ['Bxg4', 'Bxg4'], ['Ne2', 'Qe7'], ['Nf4', 'Rh6'], ['Bc3', 'g5'], ['Ne2', 'Rf6'], ['Qg2', 'Rf3\n'], ['Nf1', 'Rb8'], ['Kd2', 'f5'], ['a5', 'f4'], ['Rh1', 'Qf7'], ['Re1', 'fxe3+'], ['Nxe3', 'Rf2'], ['Qxf2', 'Qxf2\n'], ['Nxg4', 'Bf4+'], ['Kc2', 'hxg4'], ['Bd2', 'e3'], ['Bc1', 'Qg2'], ['Kc3', 'Kd7'], ['Rh7+', 'Ke6'], ['Rh6+', 'Kf5\n'], ['Bxe3', 'Bxe3'], ['Rf1+', 'Bf4']]",0-1
World Championship 1st,USA,1886.??.??,2,"Steinitz, William","Zukertort, Johannes Hermann",,,C47,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Bb4'], ['Nxc6', 'bxc6'], ['Bd3', 'd5'], ['exd5', 'cxd5\n'], ['O-O', 'O-O'], ['Bg5', 'c6'], ['Ne2', 'Bd6'], ['Ng3', 'h6'], ['Bd2', 'Ng4'], ['Be2', 'Qh4'], ['Bxg4', 'Bxg4\n'], ['Qc1', 'Be2'], ['Re1', 'Ba6'], ['Bc3', 'f5'], ['Re6', 'Rad8'], ['Qd2', 'd4'], ['Ba5', 'Rd7'], ['Rxd6', 'Rxd6\n'], ['Bb4', 'Qf6'], ['Rd1', 'Rd5'], ['Bxf8', 'Qxf8'], ['Nh5', 'Qe8'], ['Nf4', 'Re5'], ['h4', 'c5'], ['h5', 'Re4\n'], ['c3', 'Qb8'], ['g3', 'Qe5'], ['Ng6', 'Qd6'], ['Nf4', 'd3'], ['b3', 'c4'], ['Rb1', 'Kh7'], ['Kh2', 'Qb6'], ['Kg1', 'Bb7\n'], ['Rb2', 'Qc6'], ['f3', 'Qc5+'], ['Qf2', 'Re1+'], ['Kh2', 'Qxf2+'], ['Rxf2', 'Bxf3'], ['g4', 'Be2'], ['Ng2', 'd2\n'], ['Ne3', 'cxb3'], ['axb3', 'Bxg4']]",0-1
World Championship 1st,USA,1886.??.??,3,"Zukertort, Johannes Hermann","Steinitz, William",,,D10,"[['d4', 'd5'], ['c4', 'c6'], ['e3', 'Bf5'], ['a3', 'e6'], ['c5', 'a5'], ['Qb3', 'Qc7'], ['Nc3', 'Nd7'], ['Na4', 'Ngf6'], ['Ne2', 'Be7\n'], ['Ng3', 'Bg6'], ['Bd2', 'O-O'], ['Be2', 'Rfb8'], ['O-O', 'b6'], ['cxb6', 'Nxb6'], ['Nxb6', 'Rxb6'], ['Qc3', 'Qb7\n'], ['Ra2', 'Nd7'], ['Bd1', 'c5'], ['Ba4', 'c4'], ['Qc1', 'Nf6'], ['Bc3', 'Bd6'], ['f3', 'Qb8'], ['f4', 'Bd3\n'], ['Re1', 'h5'], ['h4', 'Qd8'], ['Bd1', 'g6'], ['Qd2', 'Rbb8'], ['Qf2', 'Be7'], ['Bf3', 'Ne4'], ['Bxe4', 'dxe4\n'], ['Nh1', 'Bxh4'], ['g3', 'Be7'], ['Qd2', 'Qd5'], ['Nf2', 'a4'], ['Kg2', 'Rb3'], ['Rh1', 'Kg7'], ['Raa1', 'Bd8\n'], ['g4', 'hxg4'], ['Nxg4', 'Ba5'], ['Rh7+', 'Kf8'], ['Rh8+', 'Kg7'], ['Rh7+', 'Kf8'], ['Qf2', 'Bd8'], ['Ne5', 'Kg8\n'], ['Rah1', 'Bf6'], ['Rxf7', 'Rf8'], ['Rxf6', '']]",1-0
World Championship 1st,USA,1886.??.??,4,"Steinitz, William","Zukertort, Johannes Hermann",,,C67,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Nxe4'], ['Re1', 'Nd6'], ['Nxe5', 'Nxe5'], ['Rxe5+', 'Be7\n'], ['Bf1', 'O-O'], ['d4', 'Bf6'], ['Re1', 'Re8'], ['c3', 'Rxe1'], ['Qxe1', 'Nf5'], ['Bf4', 'd6'], ['Nd2', 'Be6\n'], ['Bd3', 'Nh4'], ['Ne4', 'Ng6'], ['Bd2', 'd5'], ['Nc5', 'Bc8'], ['Qe3', 'b6'], ['Nb3', 'Qd6'], ['Qe8+', 'Nf8\n'], ['Re1', 'Bb7'], ['Qe3', 'Ne6'], ['Qf3', 'Rd8'], ['Qf5', 'Nf8'], ['Bf4', 'Qc6'], ['Nd2', 'Bc8'], ['Qh5', 'g6\n'], ['Qe2', 'Ne6'], ['Bg3', 'Qb7'], ['Nf3', 'c5'], ['dxc5', 'bxc5'], ['Ne5', 'c4'], ['Bb1', 'Bg7'], ['Rd1', 'Bd7\n'], ['Qf3', 'Be8'], ['Nxc4', 'dxc4'], ['Rxd8', 'Nxd8'], ['Qe2', 'Ne6']]",0-1
World Championship 1st,USA,1886.??.??,5,"Zukertort, Johannes Hermann","Steinitz, William",,,D10,"[['d4', 'd5'], ['c4', 'c6'], ['Nc3', 'Nf6'], ['e3', 'Bf5'], ['cxd5', 'cxd5'], ['Qb3', 'Bc8'], ['Nf3', 'Nc6'], ['Ne5', 'e6\n'], ['Bb5', 'Qc7'], ['Bd2', 'Bd6'], ['f4', 'O-O'], ['Rc1', 'Bxe5'], ['fxe5', 'Ne8'], ['O-O', 'f6'], ['Bd3', 'Rf7\n'], ['Qc2', 'f5'], ['Ne2', 'Bd7'], ['Rf2', 'Rc8'], ['Bc3', 'Qb6'], ['Qd2', 'Ne7'], ['Rcf1', 'Bb5'], ['Bb1', 'Qa6\n'], ['g4', 'g6'], ['h3', 'Rc7'], ['Re1', 'Ng7'], ['Nf4', 'Nc8'], ['gxf5', 'gxf5'], ['Rg2', 'Kh8'], ['Kh2', 'Qc6\n'], ['Reg1', 'Ne7'], ['Qf2', 'Qe8'], ['Rxg7', '']]",1-0
World Championship 1st,USA,1886.??.??,6,"Steinitz, William","Zukertort, Johannes Hermann",,,C67,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Nxe4'], ['Re1', 'Nd6'], ['Nxe5', 'Nxe5'], ['Rxe5+', 'Be7\n'], ['Nc3', 'O-O'], ['Bd3', 'Bf6'], ['Re3', 'g6'], ['b3', 'Re8'], ['Qf3', 'Bg5'], ['Rxe8+', 'Nxe8'], ['Bb2', 'c6\n'], ['Ne4', 'Be7'], ['Qe3', 'd5'], ['Qd4', 'f6'], ['Ng3', 'Be6'], ['Re1', 'Ng7'], ['h4', 'Qd7'], ['h5', 'Bf7\n'], ['hxg6', 'Bxg6'], ['Qe3', 'Kf7'], ['Qf4', 'Re8'], ['Re3', 'Ne6'], ['Qg4', 'Nf8'], ['Nf5', 'Bc5'], ['Nh6+', 'Kg7\n'], ['Nf5+', 'Kf7'], ['Nh6+', 'Kg7'], ['Nf5+', 'Kf7'], ['Nh6+', 'Kg7'], ['Nf5+', 'Kf7'], ['Nh6+', 'Kg7'], ['Bxg6', 'Qxg4\n'], ['Nxg4', 'Rxe3'], ['fxe3', 'Kxg6'], ['Nxf6', 'Bb4'], ['d3', 'Ne6'], ['Kf2', 'h5'], ['g4', 'h4'], ['Nh5', 'Bd6\n'], ['Kg2', 'c5'], ['Bf6', 'Ng5'], ['Bxg5', 'Kxg5'], ['Kh3', 'Be5'], ['Nf4', 'd4'], ['Ne6+', 'Kf6'], ['exd4', 'cxd4\n'], ['Nc5', 'Kg5'], ['Nxb7', 'Kf4'], ['Na5', 'Bf6'], ['Nc6', 'Ke3'], ['Nxa7', 'Kd2'], ['Nc6', 'Kxc2'], ['a4', 'Kxd3\n'], ['Nb4+', 'Ke2'], ['a5', 'Be7'], ['Nd5', 'Kf3'], ['Nxe7', 'd3'], ['Nd5', '']]",1-0
World Championship 1st,USA,1886.??.??,7,"Zukertort, Johannes Hermann","Steinitz, William",,,D40,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'Nf6'], ['e3', 'c5'], ['Nf3', 'Nc6'], ['a3', 'dxc4'], ['Bxc4', 'cxd4'], ['exd4', 'Be7\n'], ['O-O', 'O-O'], ['Be3', 'Bd7'], ['Qd3', 'Rc8'], ['Rac1', 'Qa5'], ['Ba2', 'Rfd8'], ['Rfe1', 'Be8'], ['Bb1', 'g6\n'], ['Qe2', 'Bf8'], ['Red1', 'Bg7'], ['Ba2', 'Ne7'], ['Qd2', 'Qa6'], ['Bg5', 'Nf5'], ['g4', 'Nxd4'], ['Nxd4', 'e5\n'], ['Nd5', 'Rxc1'], ['Qxc1', 'exd4'], ['Rxd4', 'Nxd5'], ['Rxd5', 'Rxd5'], ['Bxd5', 'Qe2'], ['h3', 'h6'], ['Bc4', 'Qf3\n'], ['Qe3', 'Qd1+'], ['Kh2', 'Bc6'], ['Be7', 'Be5+'], ['f4', 'Bxf4+'], ['Qxf4', 'Qh1+'], ['Kg3', 'Qg1+']]",0-1
World Championship 1st,USA,1886.??.??,8,"Steinitz, William","Zukertort, Johannes Hermann",,,C67,"[['e4', 'e5'], ['Nf3', 'Nc6'], ['Bb5', 'Nf6'], ['O-O', 'Nxe4'], ['Re1', 'Nd6'], ['Nxe5', 'Be7'], ['Bd3', 'O-O'], ['Qh5', 'f5\n'], ['Nc3', 'Nxe5'], ['Rxe5', 'g6'], ['Qf3', 'c6'], ['b3', 'Nf7'], ['Re2', 'd5'], ['Bb2', 'Bf6'], ['Rae1', 'Qd6\n'], ['Re8', 'Bd7'], ['Rxa8', 'Rxa8'], ['Nd1', 'Ng5'], ['Qe2', 'Re8'], ['Qf1', 'Bxb2'], ['Rxe8+', 'Bxe8'], ['Nxb2', '']]",1/2-1/2
