Bankia op,Bankia,1989.??.??,2,"Golod, Vitali","Shulman, Yuri",,,A41,"[['d4', 'd6'], ['Nf3', 'Bg4'], ['e4', 'Nf6'], ['Nc3', 'e6'], ['Be2', 'd5'], ['Bg5', 'Be7'], ['exd5', 'exd5'], ['Ne5', 'Be6\n'], ['O-O', 'O-O'], ['Bd3', 'Nc6'], ['Nxc6', 'bxc6'], ['Na4', 'h6'], ['Bh4', 'Nd7'], ['Bxe7', 'Qxe7'], ['Re1', 'c5\n'], ['Bb5', 'cxd4'], ['Bxd7', 'Qxd7'], ['Qxd4', 'Rfe8'], ['Nc5', 'Qc6'], ['Re5', 'f6'], ['Re2', 'Bf7'], ['Rae1', 'Rxe2\n'], ['Rxe2', 'Re8'], ['Re3', 'Rxe3'], ['Qxe3', 'Qd6'], ['c3', 'Bg6'], ['b4', 'Kf7'], ['f3', 'Qe7']]",1-0
9th TIM,Montreal CAN,2008.08.27,4,"Maze,S","Shulman,Y",,,C03,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Be7'], ['e5', 'c5'], ['Qg4', 'Kf8'], ['dxc5', 'Nc6'], ['Qg3', 'f6'], ['Ngf3', 'fxe5\n'], ['Nxe5', 'Nxe5'], ['Qxe5', 'Bxc5'], ['Ne4', 'Be7'], ['Ng5', 'Qd6'], ['f4', 'Qxe5+'], ['fxe5', 'h6'], ['Nf3', 'Bc5\n'], ['Bd3', 'Ne7'], ['Ke2', 'Bd7'], ['Rf1', 'Ke8'], ['a4', 'Nc6'], ['Be3', 'Bxe3'], ['Kxe3', 'Ke7'], ['a5', 'a6\n'], ['Kd2', 'g5'], ['h3', 'Raf8'], ['c3', 'g4'], ['hxg4', 'Rhg8'], ['g5', 'hxg5'], ['Rae1', 'Nxa5'], ['Nd4', 'Nc6\n'], ['Nxc6+', 'Bxc6'], ['Re3', 'Rxf1'], ['Bxf1', 'Rf8'], ['Bd3', 'Rf2+'], ['Re2', 'Rf4'], ['Ke3', 'd4+'], ['cxd4', 'Rg4\n'], ['Rf2', 'Rg3+'], ['Kd2', 'Rxg2'], ['Ke2', 'Rg3']]",0-1
9th TIM,Montreal CAN,2008.08.28,5,"Shulman,Y","Nataf,IA",,,E92,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['Be3', 'Ng4'], ['Bg5', 'f6\n'], ['Bh4', 'g5'], ['Bg3', 'Nh6'], ['d5', 'Nd7'], ['Nd2', 'f5'], ['exf5', 'Nf6'], ['Nde4', 'Nxe4'], ['Nxe4', 'Bxf5\n'], ['Bd3', 'g4'], ['O-O', 'Kh8'], ['Re1', 'Bd7'], ['c5', 'Qe7'], ['Rc1', 'Nf5'], ['cxd6', 'cxd6'], ['Rc7', 'Qd8\n'], ['Rxb7', 'Bc8'], ['Rb4', 'a5'], ['Rc4', 'h5'], ['h3', 'Qb6'], ['Bh2', 'Ne7'], ['hxg4', 'Nxd5'], ['g5', 'Bg4\n'], ['Be2', 'Bf5'], ['Bf1', 'Bxe4'], ['Rcxe4', 'Qxf2+'], ['Kh1', 'Ne7'], ['Bd3', 'Qf7'], ['Rh4', 'Kg8'], ['Rxh5', 'Qd5\n'], ['Bh7+', 'Kf7'], ['Rf1+', 'Ke8'], ['Rxf8+', 'Kxf8'], ['Qxd5', 'Nxd5'], ['Be4', 'Rc8'], ['Bxd5', 'Rc5\n'], ['Bb3', 'a4'], ['Bxa4', 'Rc1+'], ['Bg1', 'e4'], ['Kh2', 'Be5+'], ['g3', 'Re1'], ['Rh4', 'd5'], ['Bc6', 'e3\n'], ['Bxd5', 'e2'], ['Re4', 'Bxg3+'], ['Kxg3', '']]",1-0
9th TIM,Montreal CAN,2008.08.30,6,"Shulman,Y","Akobian,V",,,D41,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'c5'], ['cxd5', 'Nxd5'], ['e4', 'Nxc3'], ['bxc3', 'cxd4'], ['cxd4', 'Bb4+\n'], ['Bd2', 'Bxd2+'], ['Qxd2', 'O-O'], ['Bc4', 'Nc6'], ['O-O', 'b6'], ['Rfe1', 'Bb7'], ['Rad1', 'Rc8'], ['d5', 'Na5\n'], ['Bd3', 'exd5'], ['e5', '']]",1/2-1/2
9th TIM,Montreal CAN,2008.08.31,7,"Roussel Roozmon,T","Shulman,Y",,,C01,"[['e4', 'e6'], ['d4', 'd5'], ['exd5', 'exd5'], ['Nf3', 'Bg4'], ['h3', 'Bh5'], ['Qe2+', 'Qe7'], ['Be3', 'Nc6'], ['Nc3', 'O-O-O\n'], ['g4', 'Bg6'], ['O-O-O', 'h5'], ['Bg2', 'Nb4'], ['Ne1', 'Nf6'], ['a3', 'Nc6'], ['Nd3', 'Ne4'], ['Nxe4', 'Bxe4\n'], ['f3', 'Bxd3'], ['Qxd3', 'Na5'], ['Kb1', 'Nc4'], ['Bc1', 'Qd7'], ['Ka2', 'g6'], ['Rhe1', 'Bg7'], ['Re2', 'Bf6\n'], ['g5', 'Bg7'], ['h4', 'Rhe8'], ['Rde1', 'Kb8'], ['Rxe8', 'Rxe8'], ['Bh3', 'Qd8'], ['Rxe8', 'Qxe8'], ['b3', 'Qe1\n'], ['bxc4', 'Qxc1'], ['cxd5', 'a6'], ['Bd7', 'Qe1'], ['Qe4', 'Qd2'], ['Be8', 'Bxd4'], ['Qd3', 'Qf2'], ['Bxf7', 'Qxh4\n'], ['Bxg6', 'Be5'], ['Qe4', 'Qxg5'], ['f4', 'Bxf4'], ['Bxh5', 'Bd6'], ['Qf3', 'Qc1'], ['Qc3', 'Qf4'], ['Qf3', 'Qd4\n'], ['Qd3', 'Qg1'], ['Qc3', 'Qg5'], ['Qh8+', 'Ka7'], ['Qd4+', 'b6'], ['Be2', 'Be5'], ['Qe4', 'Bg7'], ['Qc4', 'Qe5\n'], ['c3', 'Kb8'], ['d6', 'Qxd6'], ['Bf3', 'Ka7'], ['Qe4', 'c6'], ['Qxc6', 'Qxc6'], ['Bxc6', 'Bxc3'], ['Kb3', '']]",1/2-1/2
9th TIM,Montreal CAN,2008.09.01,8,"Shulman,Y","Charbonneau,P",,,E92,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'e5'], ['Be3', 'Ng4'], ['Bg5', 'f6\n'], ['Bh4', 'Nc6'], ['d5', 'Ne7'], ['Nd2', 'Nh6'], ['f3', 'c5'], ['dxc6', 'bxc6'], ['b4', 'Nf7'], ['Nb3', 'Ng5\n'], ['Bxg5', 'fxg5'], ['Qd2', 'g4'], ['fxg4', 'Qb6'], ['Nd1', 'd5'], ['c5', 'Qc7'], ['Nf2', 'Be6'], ['O-O', 'Rad8\n'], ['Qc1', 'Rb8'], ['a3', 'Rf4'], ['Nd2', 'Qd7'], ['Qb2', 'Rbf8'], ['Rad1', 'Qc8'], ['Bf3', 'dxe4'], ['Ndxe4', 'Nd5\n'], ['Qe2', 'h5'], ['gxh5', 'Rxf3'], ['gxf3', 'Nf4'], ['Qc2', 'Bd5'], ['Kh1', 'gxh5'], ['Rg1', 'Qf5'], ['Rg5', 'Qf7']]",1-0
9th TIM,Montreal CAN,2008.09.02,9,"Zugic,I","Shulman,Y",,,C10,"[['e4', 'e6'], ['d4', 'd5'], ['Nc3', 'Nc6'], ['Nf3', 'Nf6'], ['Bd3', 'Bb4'], ['Bg5', 'h6'], ['Bxf6', 'Qxf6'], ['O-O', 'Qd8\n'], ['a3', 'Be7'], ['Qd2', 'O-O'], ['Rad1', 'b6'], ['Rfe1', 'Bb7']]",1/2-1/2
38th Olympiad,Dresden GER,2008.11.13,1,"Danielsen,Hen","Shulman,Y",,,A09,"[['g3', 'd5'], ['Bg2', 'e5'], ['d3', 'c5'], ['Nf3', 'Nc6'], ['O-O', 'Nf6'], ['c4', 'd4'], ['e3', 'Be7'], ['exd4', 'cxd4\n'], ['a3', 'a5'], ['Bg5', 'O-O'], ['Re1', 'h6'], ['Bxf6', 'Bxf6'], ['Nbd2', 'Bf5'], ['Ne4', 'Be7'], ['Qa4', 'Re8\n'], ['Rac1', 'Bd7'], ['c5', 'Rb8'], ['Ned2', 'b5'], ['Qd1', 'Qc7'], ['Nh4', 'Bxh4'], ['gxh4', 'Qd8'], ['Qh5', 'f5\n'], ['Bd5+', 'Kh8'], ['Nf3', 'Rf8'], ['Nxe5', 'Nxe5'], ['Rxe5', 'Be8'], ['Qf3', 'Qxh4'], ['Rxf5', 'Rxf5\n'], ['Qxf5', 'Bd7'], ['Qe5', 'Re8'], ['Qg3', 'Qf6'], ['c6', 'Bc8'], ['Be4', 'Re5'], ['f4', 'Re6'], ['Rc5', 'b4\n'], ['axb4', 'axb4'], ['Re5', 'Qe7'], ['Rxe6', 'Bxe6'], ['f5', 'Bc8'], ['Qg6', 'Kg8'], ['f6', 'Qf8'], ['c7', 'b3\n'], ['Kg2', 'Qf7'], ['Qh7+', 'Kf8'], ['Qh8+', '']]",1-0
38th Olympiad,Dresden GER,2008.11.15,3,"Cawdery,D","Shulman,Y",,,C03,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'Be7'], ['Ngf3', 'Nf6'], ['e5', 'Nfd7'], ['Bd3', 'c5'], ['O-O', 'Nc6'], ['Re1', 'a5\n'], ['c4', 'O-O'], ['cxd5', 'exd5'], ['Nf1', 'cxd4'], ['Bb1', 'f6'], ['e6', 'Nc5'], ['Nh4', 'Bxe6'], ['Ng3', 'd3\n'], ['Rxe6', 'Nxe6'], ['Qxd3', 'g6'], ['Nxg6', 'Nc5'], ['Qf5', 'Rf7'], ['Bh6', 'Qd7'], ['Qh5', 'Ne5'], ['Nxe5', 'fxe5\n'], ['Bg6', 'Rf6'], ['Bf5', 'Qe8'], ['Qg4+', 'Rg6'], ['Bxg6', 'Qxg6'], ['Qh3', 'Bf6'], ['Nf5', 'Kh8'], ['Rc1', 'b6\n'], ['Rc3', 'Rg8'], ['Rg3', 'Qe8'], ['Nd6', 'Rxg3'], ['hxg3', 'Qe6'], ['Qh5', 'Kg8'], ['Ne8', 'Bd8'], ['Ng7', 'Qg6\n'], ['Qh3', 'Kf7'], ['Nf5', 'Ne6'], ['g4', 'Bf6'], ['Qf3', 'e4'], ['Qb3', 'd4'], ['Nd6+', 'Ke7'], ['Nf5+', 'Kf7\n'], ['Nd6+', 'Ke7'], ['Nf5+', 'Kf7']]",1/2-1/2
38th Olympiad,Dresden GER,2008.11.16,4,"Shulman,Y","Guseinov,G",,,E91,"[['d4', 'Nf6'], ['c4', 'g6'], ['Nc3', 'Bg7'], ['e4', 'd6'], ['Nf3', 'O-O'], ['Be2', 'Bg4'], ['Be3', 'Nfd7'], ['d5', 'Na6\n'], ['Nd4', 'Bxe2'], ['Qxe2', 'Nac5'], ['h4', 'e5'], ['dxe6', 'Nxe6'], ['O-O-O', 'Nxd4'], ['Bxd4', 'Bxd4\n'], ['Rxd4', 'Qf6'], ['Qd2', 'Nb6'], ['h5', 'Rae8'], ['f4', 'Qe6'], ['Qf2', 'Qf6'], ['e5', 'Rxe5'], ['Ne4', 'Rxe4\n'], ['Rxe4', 'd5'], ['cxd5', 'Nxd5'], ['Qd4', 'Qxd4'], ['Rxd4', 'c6'], ['Re1', 'gxh5'], ['Rh1', 'Re8'], ['Kd2', 'Nf6\n'], ['Re1', 'Rb8'], ['Re5', 'h6'], ['Ke2', 'Kg7'], ['Kf3', 'a6'], ['g3', 'Kg6'], ['Rd6', 'Kg7'], ['a3', 'Ne8\n'], ['Rd3', 'Nf6'], ['Ke2', 'Kg6'], ['Kd2', 'Nd5'], ['Rd4', 'f6'], ['Re1', 'Rg8'], ['Rd3', 'Rg7'], ['Re2', 'Rg8\n'], ['Ke1', 'h4'], ['Rh2', 'Re8+'], ['Kd2', 'hxg3'], ['Rxg3+', 'Kf5'], ['Rg7', 'b6'], ['Rxh6', 'Nxf4'], ['Rh2', 'Ke6\n'], ['Rb7', 'Rd8+'], ['Kc2', 'Nd5'], ['Re2+', 'Kd6'], ['Rd2', 'Kc5'], ['Rh7', '']]",1/2-1/2
38th Olympiad,Dresden GER,2008.11.17,5,"Shulman,Y","Yu,Ma",,,D17,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'dxc4'], ['a4', 'Bf5'], ['Ne5', 'Nbd7'], ['Nxc4', 'Nb6'], ['Ne5', 'a5\n'], ['Bg5', 'Qc7'], ['f3', 'e6'], ['e4', 'Bg6'], ['Qb3', 'Bb4'], ['Nd3', 'Be7'], ['Bf4', 'Qd8'], ['Be3', 'Nfd7\n'], ['Be2', 'O-O'], ['O-O', 'Rb8'], ['f4', 'h6'], ['g4', 'Nc8'], ['f5', 'exf5'], ['gxf5', 'Bh7'], ['Bf4', 'Bd6\n'], ['e5', 'Bc7'], ['Be3', 'Ndb6'], ['f6', 'Nd5'], ['Nxd5', 'Qxd5'], ['Qxd5', 'cxd5'], ['Nf4', 'Be4'], ['fxg7', 'Kxg7\n'], ['Nh5+', 'Kh8'], ['Nf6', '']]",1-0
38th Olympiad,Dresden GER,2008.11.19,6,"Shulman,Y","Nogueiras Santiago,J",,,D17,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['c4', 'c6'], ['Nc3', 'dxc4'], ['a4', 'Bf5'], ['Ne5', 'Na6'], ['e3', 'Nb4'], ['Bxc4', 'e6\n'], ['O-O', 'Be7'], ['Qe2', 'Bc2'], ['Bd2', 'Nd7'], ['Nxd7', 'Qxd7'], ['e4', 'Qxd4'], ['Be3', 'Qd8'], ['Rac1', 'Bd3\n'], ['Bxd3', 'Qxd3'], ['Qg4', 'O-O'], ['Rfd1', 'f5'], ['Rxd3', 'fxg4'], ['Rd7', 'Rf7'], ['Rxb7', 'Bf8'], ['Rxf7', 'Kxf7\n'], ['a5', 'a6'], ['Na4', 'Rd8'], ['Kf1', 'Rb8'], ['Bb6', 'Rb7'], ['Ke2', 'Rd7'], ['Be3', 'Be7'], ['Rc4', 'h5\n'], ['Nc5', 'Bxc5'], ['Rxc5', 'Rb7'], ['Rc4', 'Rb5'], ['Bc5', 'Nd5'], ['exd5', 'Rxb2+'], ['Ke3', 'cxd5'], ['Bd4', 'Ra2\n'], ['Rc7+', 'Kg6'], ['Kf4', 'Re2'], ['f3', 'Rxg2'], ['Rxg7+', 'Kh6'], ['Re7', 'gxf3'], ['Rxe6+', 'Kh7'], ['Kxf3', 'Rxh2\n'], ['Rxa6', 'h4'], ['Ra8', 'Ra2'], ['a6', 'h3'], ['Rh8+', 'Kg6'], ['a7', '']]",1-0
38th Olympiad,Dresden GER,2008.11.20,7,"Berkes,F","Shulman,Y",,,D00,"[['d4', 'd5'], ['Bf4', 'Nf6'], ['e3', 'c5'], ['c3', 'Nc6'], ['Nd2', 'Bf5'], ['Qb3', 'Qd7'], ['Ngf3', 'c4'], ['Qd1', 'e6\n'], ['Be2', 'Be7'], ['Ne5', 'Nxe5'], ['Bxe5', 'O-O'], ['g4', 'Bg6'], ['h4', 'Qb5'], ['Bxf6', 'gxf6'], ['h5', 'Bd3\n'], ['Bxd3', 'cxd3'], ['Qb3', 'Qc6'], ['Nf3', 'b5'], ['Kd2', 'b4'], ['Ne1', 'bxc3+'], ['Qxc3', 'Qb5'], ['Nxd3', 'Rfc8\n'], ['Qb3', 'Qa5+'], ['Ke2', 'e5'], ['Rhc1', 'e4'], ['Nc5', 'Bxc5'], ['Rxc5', 'Rxc5'], ['dxc5', 'Qxc5'], ['Rd1', 'Qc8\n'], ['Qxd5', '']]",1/2-1/2
38th Olympiad,Dresden GER,2008.11.23,10,"Shulman,Y","Baramidze,D",,,D43,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['Bg5', 'h6'], ['Bh4', 'dxc4'], ['e4', 'g5'], ['Bg3', 'b5'], ['Ne5', 'h5\n'], ['h4', 'g4'], ['Be2', 'Bb7'], ['O-O', 'Nbd7'], ['Qc2', 'Nxe5'], ['Bxe5', 'Bg7'], ['b3', 'cxb3'], ['axb3', 'O-O\n'], ['Bg3', 'c5'], ['e5', 'Nd7'], ['Ne4', 'Bxe4'], ['Qxe4', 'cxd4'], ['Bd3', 'f5'], ['exf6', 'Nxf6'], ['Qxe6+', 'Kh8\n'], ['Qf5', 'Qd5'], ['Be5', 'Rae8'], ['Rfe1', 'Re7'], ['Ra6', 'Kg8'], ['Re2', 'Qc5'], ['g3', 'Qc1+'], ['Kh2', 'Qc5\n'], ['Re6', 'Rff7'], ['Rc2', '']]",1-0
38th Olympiad,Dresden GER,2008.11.25,11,"Efimenko,Z","Shulman,Y",,,C10,"[['e4', 'e6'], ['d4', 'd5'], ['Nd2', 'dxe4'], ['Nxe4', 'Nd7'], ['Nf3', 'Ngf6'], ['Bg5', 'h6'], ['Nxf6+', 'Nxf6'], ['Bh4', 'c5\n'], ['c3', 'Be7'], ['Bd3', 'O-O'], ['Qe2', 'Qc7'], ['dxc5', 'Qxc5'], ['O-O-O', 'Bd7'], ['Ne5', 'Bc6'], ['f4', 'Qa5\n'], ['Kb1', 'Nd5'], ['Bxe7', 'Nxe7'], ['Rhe1', 'Nd5'], ['Nxc6', 'bxc6'], ['Qe5', 'Rab8'], ['Ka1', 'Rfe8\n'], ['Bb1', 'Qb5'], ['Rd2', 'Nf6'], ['Qxb5', 'cxb5'], ['Re5', 'Kf8'], ['a4', 'b4'], ['c4', 'b3'], ['Ra5', 'Rec8\n'], ['Rd4', 'Rb4'], ['Bd3', 'Rc7'], ['Kb1', 'Ke7'], ['Rb5', 'Rb7'], ['Kc1', 'Nd7'], ['Kd2', 'a6'], ['Rxb4', 'Rxb4\n'], ['Kc3', 'Rb8'], ['a5', 'Nc5'], ['Bb1', 'Na4+'], ['Kd2', 'Rc8'], ['c5', 'Nxc5'], ['Rb4', 'Rd8+'], ['Ke2', 'f5\n'], ['h4', 'g6'], ['g3', 'Kf6'], ['Rb6', 'g5'], ['Rc6', 'Rd5'], ['h5', 'gxf4'], ['gxf4', 'Ke7'], ['Rc7+', 'Nd7\n'], ['Bd3', 'Rxa5'], ['Rb7', 'Ra4'], ['Ke3', 'Kd6'], ['Rxb3', 'Nc5'], ['Rb8', 'Kc7'], ['Rh8', 'Nxd3'], ['Kxd3', 'Rxf4\n'], ['Rxh6', 'Kd6'], ['Rh8', 'Ke5'], ['h6', 'Rf3+'], ['Kc4', 'Rh3'], ['h7', 'Rh2'], ['b4', 'Rc2+'], ['Kd3', 'Rc7\n'], ['Ke3', 'Rd7'], ['Kf3', 'Rf7'], ['Kf2', 'Ra7'], ['Kf3', 'Rg7'], ['Kf2', 'Rc7'], ['Kf3', 'Re7'], ['Ke3', 'Rg7\n'], ['Kf3', 'Rf7'], ['Ke3', 'f4+'], ['Kf3', 'Kf5'], ['Kf2', 'e5'], ['Kf3', 'e4+'], ['Ke2', 'Kf6'], ['Re8', 'Rxh7\n'], ['Rxe4', 'Kf5'], ['Rc4', 'Kg4'], ['Rc6', 'Rh2+'], ['Kf1', 'Ra2'], ['Rc3', 'Ra4'], ['Rb3', 'f3'], ['Kf2', 'Ra2+\n'], ['Ke3', 'f2'], ['Rb1', 'Kg3'], ['Kd4', '']]",0-1
XXI Carlos Torre KO,Merida MEX,2008.12.17,1.1,"Cordova,Em","Shulman,Y",,,D31,"[['d4', 'd5'], ['c4', 'e6'], ['Nc3', 'c6'], ['e4', 'dxe4'], ['Nxe4', 'Bb4+'], ['Bd2', 'Qxd4'], ['Bxb4', 'Qxe4+'], ['Be2', 'Na6\n'], ['Bd6', 'Qxg2'], ['Qd2', 'Nf6'], ['Bf3', 'Qg6'], ['Ne2', 'e5'], ['Bxe5', 'Qf5'], ['Qc3', 'Ne4'], ['Bxe4', 'Qxe4\n'], ['f3', 'Qh4+'], ['Ng3', 'f6'], ['Bd6', 'Be6'], ['O-O-O', 'O-O-O'], ['b3', 'Rhe8'], ['Kb2', 'Bh3'], ['Rd4', 'Qh6\n'], ['Rhd1', 'Qe3'], ['R1d3', 'Qg1'], ['Rd1', 'Qe3'], ['R4d3', 'Qb6'], ['c5', 'Qb4'], ['Rd4', 'Qb6'], ['R4d3', 'Qb4\n'], ['Qc2', 'Qa5'], ['a3', 'Rd7'], ['b4', 'Qd8'], ['b5', 'Nb8'], ['Qa4', 'a6'], ['bxa6', 'Nxa6'], ['Rb3', 'Re6\n'], ['Qxa6', '']]",1-0
XXI Carlos Torre KO,Merida MEX,2008.12.17,1.2,"Shulman,Y","Cordova,Em",,,E15,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'b6'], ['g3', 'Ba6'], ['Qc2', 'c5'], ['d5', 'exd5'], ['cxd5', 'Bb7'], ['Bg2', 'Nxd5\n'], ['O-O', 'Be7'], ['Rd1', 'Qc8'], ['a3', 'Nf6'], ['Bg5', 'h6'], ['Bxf6', 'Bxf6'], ['e4', 'O-O'], ['e5', 'Be7\n'], ['Nc3', 'Nc6'], ['Rd2', 'Re8'], ['Re1', 'Bf8'], ['Qd1', 'Nd4'], ['Nxd4', 'Bxg2'], ['Kxg2', 'cxd4'], ['Rxd4', 'd6\n'], ['exd6', 'Qc6+'], ['Ne4', 'Rxe4'], ['Rexe4', 'f5'], ['d7', 'Rd8'], ['Qb3+', 'Kh8']]",1-0
XXI Carlos Torre KO,Merida MEX,2008.12.17,1.4,"Shulman,Y","Cordova,Em",,,E10,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'c5'], ['d5', 'b5'], ['dxe6', 'fxe6'], ['cxb5', 'd5'], ['g3', 'a6'], ['bxa6', 'Bd6\n'], ['Bg2', 'O-O'], ['O-O', 'Bxa6'], ['Ng5', 'Qe7'], ['Bh3', 'Bc8'], ['Nc3', 'Nc6'], ['Nb5', 'Bb8'], ['a4', 'e5\n'], ['Bxc8', 'Rxc8'], ['e4', 'Nd4'], ['Nxd4', 'cxd4'], ['exd5', 'h6'], ['Nf3', 'Qf7']]",1-0
XXI Carlos Torre KO,Merida MEX,2008.12.17,1.3,"Cordova,Em","Shulman,Y",,,D43,"[['d4', 'd5'], ['Nf3', 'Nf6'], ['c4', 'e6'], ['Nc3', 'c6'], ['Bg5', 'h6'], ['Bxf6', 'Qxf6'], ['e3', 'Nd7'], ['Bd3', 'g6\n'], ['O-O', 'Bg7'], ['e4', 'dxc4'], ['Bxc4', 'e5'], ['d5', 'Nb6'], ['Bb3', 'Bg4'], ['h3', 'Bxf3'], ['Qxf3', 'Qxf3\n'], ['gxf3', 'Ke7'], ['a4', 'a5'], ['Rfc1', 'Rhd8'], ['Rab1', 'Bf6'], ['Ba2', 'Bg5'], ['Rd1', 'c5'], ['Bb3', 'Nc8\n'], ['d6+', 'Rxd6'], ['Nd5+', 'Kf8'], ['Nc7', 'Rb8'], ['Nb5', 'Rd8'], ['Rxd8+', 'Bxd8'], ['Rd1', 'Nb6'], ['Rb1', 'Nc8\n'], ['Rd1', 'Nb6'], ['Nd6', 'Be7'], ['Nc4', 'Nxc4'], ['Bxc4', 'Rd8'], ['Bd5', 'b6'], ['Kf1', 'Rd6'], ['b3', 'Rf6\n'], ['Rd3', 'Rd6'], ['Ke2', 'Kg7'], ['Rd1', 'f5'], ['Rg1', 'Kf6'], ['Kd3', 'c4+'], ['bxc4', 'Rd8'], ['Ke2', 'Bc5\n'], ['h4', 'Rc8'], ['exf5', '']]",1-0
XXI Carlos Torre KO,Merida MEX,2008.12.18,2.1,"Akobian,V","Shulman,Y",,,D30,"[['d4', 'd5'], ['c4', 'e6'], ['Nf3', 'c6'], ['Qc2', 'Nf6'], ['g3', 'dxc4'], ['Qxc4', 'b5'], ['Qc2', 'Bb7'], ['Bg2', 'Nbd7\n'], ['a4', 'c5'], ['O-O', 'cxd4'], ['Nxd4', 'Bxg2'], ['Kxg2', 'Rc8'], ['Qd3', 'b4'], ['Nd2', 'Be7'], ['N2b3', 'O-O\n'], ['Bd2', 'Nc5'], ['Nxc5', 'Bxc5'], ['Nb3', 'Qxd3'], ['exd3', 'Nd5'], ['Rfc1', 'Be7'], ['a5', 'Bf6'], ['d4', 'Rfd8\n'], ['Kf3', 'Kf8'], ['Ke4', 'Ke7'], ['Rxc8', 'Rxc8'], ['Rc1', 'Rxc1'], ['Nxc1', 'Kd7'], ['Kd3', 'Bd8'], ['Nb3', 'Kc6\n'], ['Kc4', 'Be7'], ['Nc1', 'Bd8'], ['Bxb4', 'Nxb4'], ['Kxb4', 'Kd5'], ['Kb5', 'Kxd4'], ['b4', 'Kc3'], ['Na2+', 'Kb3\n'], ['Ka6', 'Bf6'], ['Kxa7', 'Bd4+'], ['Kb7', 'Bxf2'], ['a6', 'Ka4'], ['Kc6', 'e5'], ['b5', 'Ka5'], ['Nc1', 'e4\n'], ['Nb3+', 'Kb4'], ['b6', 'Kxb3'], ['a7', 'e3'], ['b7', 'e2'], ['b8=Q+', 'Kc2'], ['a8=Q', 'e1=Q'], ['Qa2+', 'Kd3\n'], ['Qbb1+', '']]",1-0
XXI Carlos Torre KO,Merida MEX,2008.12.18,2.2,"Shulman,Y","Akobian,V",,,D58,"[['d4', 'd5'], ['c4', 'e6'], ['Nf3', 'Nf6'], ['Nc3', 'Be7'], ['Bg5', 'O-O'], ['e3', 'h6'], ['Bh4', 'b6'], ['Be2', 'Bb7\n'], ['Bxf6', 'Bxf6'], ['cxd5', 'exd5'], ['b4', 'c5'], ['bxc5', 'bxc5'], ['Rb1', 'Bc6'], ['O-O', 'Nd7'], ['Bb5', 'Qc7\n'], ['Qb3', 'cxd4'], ['Nxd5', 'Bxd5'], ['Qxd5', 'Nb6'], ['Qf5', 'Qc8'], ['Qxc8', 'Raxc8'], ['exd4', 'Rfd8\n'], ['a4', 'Rc3'], ['Rfc1', 'Ra3'], ['Rc7', 'Nd5'], ['Rd7', 'Rxd7'], ['Bxd7', 'Nc3'], ['Rb8+', 'Kh7'], ['g3', 'Ne2+\n'], ['Kg2', 'Nxd4'], ['Nxd4', 'Bxd4'], ['Rf8', 'Kg6'], ['Be8', 'Kf6'], ['Rxf7+', 'Ke6'], ['Rf4', 'Rc3'], ['Re4+', 'Kd6\n'], ['Re2', 'Rb3'], ['Rd2', 'Kc5'], ['Rc2+', 'Rc3'], ['Re2', 'Kd6'], ['h4', 'Rb3'], ['Rd2', 'Kc5'], ['Rc2+', 'Kd6\n'], ['Rc4', 'Rd3'], ['Kf1', 'Be5'], ['Bb5', 'Rc3'], ['Re4', 'Rc2'], ['Be2', 'Rd2'], ['f4', 'Bf6'], ['Bg4', 'Kc5\n'], ['Re6', 'Rd6'], ['Re1', 'Rd4'], ['Rc1+', 'Rc4'], ['Rxc4+', 'Kxc4'], ['Ke2', 'Kd4'], ['Kf3', 'a5'], ['Be6', 'Kc5\n'], ['Ke4', 'Bc3'], ['h5', 'Kd6'], ['Kf5', 'Ke7'], ['Bc4', 'Kf8'], ['g4', 'Bd2'], ['Ke5', 'Bc1'], ['Ke4', 'Ke7\n'], ['Kf5', 'Kf8'], ['g5', 'Bd2'], ['Bd5', 'Bc1'], ['gxh6', 'gxh6'], ['Ke4', 'Ke7'], ['Bb3', 'Bd2'], ['Kf5', 'Bc1\n'], ['Bc4', '']]",1/2-1/2
