Tashkent,Tashkent,1985.??.??,?,"Serper, Grigory","Egin, Vladimir",,,C62,"[['e4', 'e5'], ['Nf3', 'd6'], ['Nc3', 'Nc6'], ['d4', 'exd4'], ['Nxd4', 'g6'], ['Bb5', 'Bd7'], ['O-O', 'Bg7'], ['Bxc6', 'bxc6\n'], ['f4', 'c5'], ['Nde2', 'f5'], ['exf5', 'gxf5'], ['Ng3', 'Ne7'], ['Re1', 'O-O'], ['Nh5', 'Bh8'], ['Be3', 'Bc6\n'], ['Bf2', 'Qe8'], ['Bh4', 'Qg6'], ['Ng3', 'Bd4+'], ['Kh1', 'Nc8'], ['Qd3', 'Qg4'], ['Bg5', 'h6'], ['Re6', 'hxg5\n'], ['Rg6+', 'Kh7'], ['Rxg5', 'Qxf4'], ['Nxf5', 'Bxg2+'], ['Rxg2', 'Qxf5'], ['Ne4', 'Ne7'], ['c3', 'Ng6\n'], ['Ng5+', 'Kh6']]",0-1
Novgorod op,Novgorod,1995.??.??,6,"Serper, Grigory","Svidler, Peter",,,A40,"[['c4', 'g6'], ['e4', 'Bg7'], ['d4', 'Nc6'], ['Nf3', 'd6'], ['d5', 'Ne5'], ['Nxe5', 'Bxe5'], ['Be2', 'Bg7'], ['O-O', 'Nf6\n'], ['Nc3', 'O-O'], ['Be3', 'e6'], ['Qd2', 'exd5'], ['cxd5', 'Re8'], ['f3', 'c6'], ['dxc6', '']]",1/2-1/2
Novgorod op,Novgorod,1995.??.??,7,"Dvoirys, Semen I","Serper, Grigory",,,B66,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'e6'], ['Qd2', 'a6'], ['O-O-O', 'h6\n'], ['Be3', 'Be7'], ['f4', 'Nxd4'], ['Bxd4', 'b5'], ['Bd3', 'b4'], ['Ne2', 'e5'], ['Be3', 'Rb8'], ['Rhf1', 'O-O\n'], ['Kb1', 'Qa5'], ['fxe5', 'dxe5'], ['Ng3', 'Be6'], ['b3', 'Ng4'], ['Bg1', 'Bc5'], ['Rf3', 'Bxg1'], ['Rxg1', 'Nxh2\n'], ['Nh5', 'Qb6'], ['Rh1', 'Rfd8'], ['Rg3', 'Bg4'], ['Nxg7', 'Kxg7'], ['Qc1', 'Rd6'], ['Rxh2', 'Rg6'], ['Rh1', 'Rd8\n'], ['Bc4', 'Rdd6'], ['Rf1', 'Rdf6'], ['Qe1', 'a5'], ['Rxf6', 'Qxf6'], ['Rd3', 'Be6'], ['Bxe6', 'Qxe6'], ['g3', 'Qh3\n'], ['a3', 'bxa3'], ['Ka2', 'Qg2'], ['Rc3', 'Rd6'], ['Kxa3', 'Rd4'], ['Rc5', 'Rd2'], ['Rxe5', 'Rxc2'], ['Rxa5', 'Kh7\n'], ['Qe3', 'Ra2+'], ['Kb4', 'Re2'], ['Qc5', 'Rxe4+'], ['Ka3', 'Qxg3'], ['Ra7', 'Qg6'], ['Qf8', 'Rf4'], ['Ra8', 'Qg7\n'], ['Qxg7+', 'Kxg7'], ['b4', 'Rf1'], ['Rc8', 'h5'], ['Rc4', 'Kg6'], ['b5', 'Ra1+'], ['Kb4', 'Kg5'], ['b6', 'h4\n'], ['Kc5', 'Rb1'], ['Rb4', 'Rxb4'], ['Kxb4', 'h3'], ['b7', 'h2'], ['b8=Q', 'h1=Q'], ['Qg8+', 'Kf6'], ['Qd8+', '']]",1/2-1/2
Novgorod op,Novgorod,1995.??.??,8,"Vyzmanavin, Alexey","Serper, Grigory",,,D38,"[['d4', 'Nf6'], ['c4', 'e6'], ['Nf3', 'd5'], ['Nc3', 'Bb4'], ['cxd5', 'exd5'], ['Bg5', 'Nbd7'], ['Rc1', 'h6'], ['Bf4', 'c6\n'], ['a3', 'Be7'], ['e3', 'O-O'], ['h3', 'Ne4'], ['Nxe4', 'dxe4'], ['Nd2', 'f5'], ['Bc4+', 'Kh7'], ['O-O', 'Nb6\n'], ['Ba2', 'Bd6'], ['Bxd6', 'Qxd6'], ['f3', 'Be6'], ['Bb1', 'exf3'], ['Nxf3', 'Qg3'], ['Qe2', 'Bd5'], ['Rf2', 'Rae8\n'], ['Ne5', 'g6'], ['Rd1', 'Kg7'], ['Rf4', 'h5'], ['Bd3', 'Nc8'], ['Bc4', 'Bxc4'], ['Nxc4', 'Re4'], ['Rf3', 'Qg5\n'], ['Qf2', 'Qe7'], ['Ne5', 'Nd6'], ['Qc2', 'Rf4'], ['exf4', 'Ne4'], ['Kh2', 'Rd8'], ['Rfd3', 'Rd5'], ['Qe2', 'Qd6\n'], ['Qe3', 'Qe7'], ['Kg1', 'Qe8'], ['Qe2', 'Rb5'], ['g4', 'hxg4'], ['hxg4', 'Nd6'], ['Rh3', 'fxg4'], ['Qxg4', 'Rxe5\n'], ['fxe5', 'Nf5'], ['Rf3', 'Qe6'], ['Qg5', 'a5'], ['Qd8', 'Nh6'], ['Qf6+', 'Qxf6'], ['Rxf6', 'Nf5'], ['Kf2', '']]",1-0
Novgorod op,Novgorod,1995.??.??,9,"Serper, Grigory","Yemelin, Vasily",,,A30,"[['c4', 'c5'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['g3', 'b6'], ['Bg2', 'Bb7'], ['O-O', 'd5'], ['cxd5', 'Nxd5'], ['Nxd5', 'Bxd5\n'], ['d4', 'Nd7'], ['Qa4', 'Qc8'], ['dxc5', 'Bc6'], ['Qf4', 'bxc5'], ['Ne5', 'Nxe5'], ['Qxe5', 'Bxg2'], ['Kxg2', 'Qc6+\n'], ['Kg1', 'f6'], ['Qc3', 'h5'], ['h4', 'Be7'], ['Be3', 'Kf7'], ['Rac1', 'Rhc8'], ['Rc2', 'a5'], ['Rfc1', 'a4\n'], ['Bxc5', 'Bxc5'], ['Qxc5', 'Qxc5'], ['Rxc5', 'Rxc5'], ['Rxc5', 'Rb8'], ['Rc2', 'g5'], ['hxg5', 'fxg5\n'], ['Kg2', 'Rb4'], ['e3', 'Kf6'], ['Kf3', 'Kf5'], ['a3', 'Rb3'], ['g4+', 'hxg4+'], ['Kg3', 'e5'], ['Rc4', 'Rxb2\n'], ['Rxa4', 'Rb1'], ['e4+', 'Kg6'], ['Kxg4', 'Rg1+'], ['Kh3', 'Kh5'], ['Ra5', 'Ra1'], ['f3', 'Rb1'], ['Kg3', 'Rb3\n'], ['a4', 'Ra3'], ['Rxe5', 'Rxa4'], ['Rd5', 'Ra3'], ['Rd2', 'Ra4'], ['Rh2+', 'Kg6'], ['Rb2', 'Ra6'], ['Kg4', 'Rf6\n'], ['Rb5', 'Rf4+'], ['Kg3', 'Rf8'], ['Rb7', 'Rf4'], ['Rb8', 'Kf7'], ['Rb6', 'Kg7'], ['Rb5', 'Kg6'], ['Rb6+', 'Kg7\n'], ['Ra6', 'Kf7'], ['Rh6', 'Kg7'], ['Re6', 'Kf7'], ['Rc6', 'Kg7'], ['Ra6', 'Rf8'], ['Rd6', 'Rf4'], ['Rd1', 'Rf8\n'], ['Rg1', 'Kf6'], ['Kf2', 'Ra8'], ['Rd1', 'Ra6'], ['Ke3', 'Ra3+'], ['Rd3', 'Ra6'], ['Rc3', 'Rb6'], ['Ra3', 'Rd6\n'], ['Ra5', 'Rb6'], ['Rf5+', 'Kg6'], ['Rd5', 'Ra6'], ['Rd3', 'Kf6'], ['Kd4', 'Ra4+'], ['Kd5', 'Ra5+'], ['Kc6', 'Ra6+\n'], ['Kb5', 'Ra1'], ['Rd6+', 'Kf7'], ['Rd5', 'Ra3'], ['Rf5+', 'Kg6'], ['Kc4', 'Re3'], ['Kd5', 'Ra3'], ['Rf8', 'Kg7\n'], ['Rf5', 'Kg6'], ['Kd6', 'Ra6+'], ['Kd7', 'Ra7+'], ['Kc6', 'Ra6+'], ['Kb5', 'Ra3'], ['Kc4', 'Re3'], ['Kd5', 'Ra3\n'], ['f4', '']]",1/2-1/2
St Petersburg op,St Petersburg,1995.??.??,1,"Lukin, Andrei M","Serper, Grigory",,,B88,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bc4', 'e6'], ['Be3', 'a6'], ['Bb3', 'Qc7\n'], ['O-O', 'b5'], ['f4', 'Bb7'], ['f5', 'Nxd4'], ['Qxd4', 'e5'], ['Qd3', 'Be7'], ['Bg5', 'Rc8'], ['Bxf6', 'Bxf6\n'], ['Rad1', 'O-O'], ['Kh1', 'Bc6'], ['Qxd6', 'Qxd6'], ['Rxd6', 'Rfd8'], ['Rxd8+', 'Rxd8'], ['Nd5', 'Kf8\n'], ['c3', 'Bg5'], ['g3', 'Rd6'], ['Kg2', 'h5'], ['Kf3', 'g6'], ['h4', 'Bh6'], ['Kg2', 'Kg7'], ['Rf2', 'Rd7'], ['c4', 'b4\n'], ['fxg6', 'fxg6'], ['c5', 'a5'], ['Re2', 'Bb5'], ['Re1', 'Rd8'], ['Bd1', 'Rc8'], ['Be2', 'Bxe2'], ['Rxe2', 'Rxc5\n'], ['b3', '']]",1/2-1/2
St Petersburg op,St Petersburg,1995.??.??,2,"Serper, Grigory","Nepomnishay, Mikhail I",,,A30,"[['c4', 'c5'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['g3', 'b6'], ['Bg2', 'Bb7'], ['O-O', 'Be7'], ['d4', 'cxd4'], ['Qxd4', 'd6\n'], ['Bg5', 'O-O'], ['Rfd1', 'h6'], ['Bxf6', 'Bxf6'], ['Qf4', 'Bxc3'], ['bxc3', 'Na6'], ['Rxd6', 'Qe7'], ['Rad1', 'Rad8\n'], ['Rxd8', 'Rxd8'], ['Rxd8+', 'Qxd8'], ['Nd4', 'Bxg2'], ['Kxg2', 'Nc5'], ['Nc6', 'Qd7'], ['Qb8+', 'Kh7\n'], ['Nxa7', 'Na4'], ['h4', 'h5'], ['Nb5', 'Qc6+'], ['Kg1', 'f6'], ['Qd8', 'Nc5'], ['Nd4', 'Qa4'], ['Qxb6', 'Qxc4\n'], ['Qb1+', 'f5'], ['Qb4', 'Qd5'], ['Qb5', 'Qd6'], ['Qe8', 'Kh6'], ['Qh8+', 'Kg6'], ['Qe8+', 'Kh6'], ['Qf7', 'Qd5\n'], ['a4', 'Kh7'], ['Qxh5+', 'Kg8'], ['Qe8+', 'Kh7'], ['h5', '']]",1-0
St Petersburg op,St Petersburg,1995.??.??,3,"Petrushin, Alexander I","Serper, Grigory",,,B66,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bg5', 'e6'], ['Qd2', 'a6'], ['O-O-O', 'h6\n'], ['Be3', 'Be7'], ['Be2', 'Nxd4'], ['Qxd4', 'e5'], ['Qb4', 'd5'], ['Bc5', 'd4'], ['Nd5', 'Nxd5'], ['exd5', 'Bxc5\n'], ['Qxc5', 'Bf5'], ['Rhe1', 'Qg5+'], ['Kb1', 'Rc8'], ['Bb5+', 'axb5'], ['Rxe5+', 'Kd7'], ['Qxb5+', 'Kd6\n'], ['Re2', 'Rxc2'], ['Rxc2', 'Bxc2+'], ['Kxc2', 'Qf5+'], ['Kb3', 'Qxd5+'], ['Qxd5+', 'Kxd5'], ['Re1', 'Rc8\n'], ['Re7', 'd3'], ['Rd7+', 'Ke4'], ['Rxf7', 'Rc1'], ['Re7+', 'Kf4'], ['Rd7', 'Ke4'], ['a4', 'b6'], ['h4', 'g5\n'], ['hxg5', 'hxg5'], ['Rd6', 'g4'], ['g3', 'Rf1'], ['Kc3', 'Rc1+'], ['Kb3', 'Rf1'], ['Kc3', 'Rc1+'], ['Kb3', '']]",1/2-1/2
St Petersburg op,St Petersburg,1995.??.??,4,"Serper, Grigory","Ibragimov, Ildar",,,E73,"[['c4', 'Nf6'], ['Nc3', 'g6'], ['e4', 'd6'], ['d4', 'Bg7'], ['Be2', 'O-O'], ['Be3', 'Nbd7'], ['Nf3', 'c5'], ['O-O', 'a6\n'], ['h3', 'cxd4'], ['Nxd4', 'e6'], ['Nb3', 'Qc7'], ['Bf4', 'Ne5'], ['Rc1', 'b6'], ['Qd4', 'Bb7'], ['Qe3', 'Rfd8\n'], ['Bg5', 'Re8'], ['Rfd1', 'Rac8'], ['Bf1', 'Nfd7'], ['Bh6', 'Bxh6'], ['Qxh6', 'Nc5'], ['Rd4', 'Nc6'], ['Rd2', 'Nxb3\n'], ['axb3', 'Na5'], ['Rcd1', 'Red8'], ['Qf4', 'd5'], ['Qxc7', 'Rxc7'], ['cxd5', 'Nxb3'], ['Rd3', 'Nc5'], ['Re3', 'exd5\n'], ['b4', 'Ne6'], ['Nxd5', 'Bxd5'], ['exd5', 'Rcd7'], ['Bxa6', 'Rxd5'], ['Rxd5', 'Rxd5'], ['Bc4', 'Rd1+\n'], ['Kh2', 'Rd4'], ['Bxe6', 'fxe6'], ['Rxe6', 'Rxb4'], ['Re7', 'Rb3'], ['Rb7', 'b5'], ['h4', 'b4'], ['f3', 'Rb2\n'], ['Kh3', 'b3'], ['Kg3', 'h6'], ['Kh3', 'Rb1'], ['Kg4', 'b2'], ['Kf4', 'Kf8']]",1/2-1/2
St Petersburg op,St Petersburg,1995.??.??,5,"Shipov, Sergei","Serper, Grigory",,,D45,"[['d4', 'd5'], ['c4', 'c6'], ['Nf3', 'Nf6'], ['Nc3', 'e6'], ['e3', 'Nbd7'], ['Qc2', 'Bd6'], ['Be2', 'O-O'], ['O-O', 'dxc4\n'], ['Bxc4', 'Qe7'], ['Rd1', 'e5'], ['e4', 'exd4'], ['Nxd4', 'Nb6'], ['Bf1', 'Rd8'], ['h3', 'Bc7'], ['Be3', 'Re8\n'], ['Re1', 'Bd7'], ['Nf3', 'Be6'], ['Rad1', 'h6'], ['Nb5', 'cxb5'], ['Bc5', 'Rac8'], ['Bxe7', 'Bh2+'], ['Nxh2', 'Rxc2\n'], ['Ba3', 'Bc4'], ['e5', 'Nfd5'], ['Bxc4', 'bxc4'], ['Nf3', 'c3'], ['Nd4', 'Rd2'], ['Rxd2', 'cxd2'], ['Rd1', 'Rxe5']]",1/2-1/2
St Petersburg op,St Petersburg,1995.??.??,6,"Serper, Grigory","Lugovoi, Aleksei",,,D41,"[['c4', 'Nf6'], ['Nc3', 'c5'], ['Nf3', 'd5'], ['cxd5', 'Nxd5'], ['e3', 'e6'], ['d4', 'Nc6'], ['Bc4', 'cxd4'], ['exd4', 'Be7\n'], ['O-O', 'O-O'], ['Re1', 'Bf6'], ['Ne4', 'b6'], ['h4', 'Bb7'], ['Bg5', 'Bxg5'], ['hxg5', 'Rc8'], ['a3', 'Nde7\n'], ['Ba2', 'Nf5'], ['d5', 'exd5'], ['Qxd5', 'Qxd5'], ['Bxd5', 'Rfd8'], ['Rad1', 'Na5'], ['Bxb7', 'Nxb7\n'], ['Rxd8+', 'Rxd8'], ['Rc1', 'Nbd6'], ['Rd1', 'Nb7'], ['Rc1', 'Nbd6'], ['Nxd6', 'Nxd6'], ['Rc7', 'a5'], ['a4', 'Ne4\n'], ['Rb7', 'h6'], ['gxh6', 'Rd1+'], ['Kh2', 'Rd6'], ['Rb8+', 'Kh7'], ['hxg7', 'Kxg7'], ['Nh4', 'Kf6'], ['f4', 'Nc5\n'], ['b3', 'Nxb3'], ['Rh8', 'Ke6'], ['g4', 'Nc5'], ['Nf5', 'Rd2+'], ['Kg3', 'Rd3+'], ['Kh4', 'Nxa4'], ['Re8+', 'Kd5\n'], ['Rf8', 'Rf3']]",1/2-1/2
St Petersburg op,St Petersburg,1995.??.??,7,"Ragozin, Evgeni","Serper, Grigory",,,B53,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Qxd4', 'a6'], ['c4', 'Nc6'], ['Qe3', 'g6'], ['Nc3', 'Bg7'], ['h3', 'Nf6\n'], ['Be2', 'O-O'], ['O-O', 'Nd7'], ['Rd1', 'Nc5'], ['b3', 'Nxe4'], ['Nxe4', 'Bxa1'], ['Nc3', 'Bxc3'], ['Qxc3', 'Qa5\n'], ['Qb2', 'f6'], ['Bh6', 'Rf7'], ['Bd2', 'Qc7'], ['Nh2', 'Ne5'], ['f4', 'Nc6'], ['Be3', 'Bf5'], ['Bf3', 'Rff8\n'], ['Qf2', 'Rac8'], ['Bb6', 'Qd7'], ['Qd2', 'Qe8'], ['Re1', 'Bd7'], ['a4', 'a5'], ['Nf1', 'Kg7'], ['Ne3', 'Qf7\n'], ['Bd5', 'e6'], ['Bf3', 'd5'], ['cxd5', 'Nb4'], ['Bxa5', 'Na6'], ['Nc4', 'Qe7'], ['d6', 'Qf7'], ['Bxb7', 'Rxc4\n'], ['bxc4', 'Nc5'], ['Bf3', 'Rb8'], ['Bc7', 'Rb3']]",1-0
St Petersburg op,St Petersburg,1995.??.??,8,"Serper, Grigory","Popov, Valerij",,,A40,"[['d4', 'g6'], ['e4', 'Bg7'], ['c4', 'Nc6'], ['Ne2', 'e5'], ['Be3', '']]",1/2-1/2
US op,Alexandria,1996.??.??,1,"Serper, Grigory","Buchanan, Art",,,A35,"[['c4', 'Nf6'], ['Nc3', 'c5'], ['Nf3', 'Nc6'], ['g3', 'd6'], ['Bg2', 'g6'], ['d4', 'Bg7'], ['d5', 'Nb8'], ['O-O', 'O-O\n'], ['e4', 'Ng4'], ['h3', 'Ne5'], ['Nxe5', 'Bxe5'], ['Bh6', 'Bg7'], ['Bxg7', 'Kxg7'], ['f4', 'a6'], ['a4', 'Nd7\n'], ['Qe2', 'f6'], ['h4', 'Rf7'], ['h5', 'Nf8'], ['e5', 'f5'], ['e6', 'Rf6'], ['g4', 'Nxe6'], ['dxe6', 'Rxe6\n'], ['Qd3', 'Rf6'], ['g5', 'Rf8'], ['h6+', 'Kh8'], ['Rfe1', 'Re8'], ['Nd5', 'e5'], ['Nf6', 'Re7'], ['fxe5', 'Be6\n'], ['exd6', 'Rf7'], ['Rxe6', 'Qf8']]",1-0
US op,Alexandria,1996.??.??,3,"Serper, Grigory","Epp, Edward",,,B38,"[['c4', 'g6'], ['e4', 'Bg7'], ['d4', 'c5'], ['Nf3', 'cxd4'], ['Nxd4', 'Nc6'], ['Be3', 'Nf6'], ['Nc3', 'd6'], ['Be2', 'O-O\n'], ['O-O', 'Bd7'], ['Nc2', 'a6'], ['f3', 'Rb8'], ['Qd2', 'Re8'], ['Rfd1', 'Qc7'], ['Rac1', 'Rec8'], ['Bf1', 'Ne5\n'], ['Nd4', 'Qd8'], ['b3', 'Kh8'], ['a4', 'Qa5'], ['Qf2', 'Be8'], ['Nd5', 'Nxd5'], ['exd5', 'Bf6'], ['Bd2', 'Qd8\n'], ['Bc3', 'a5'], ['Re1', 'Ra8'], ['Re4', 'Nd7'], ['Rce1', 'Kg8'], ['f4', 'Nc5'], ['R4e3', 'Bd7'], ['Qd2', 'b6\n'], ['Be2', 'Qf8'], ['h3', 'Re8'], ['Bg4', 'Bxg4'], ['hxg4', 'Bxd4'], ['Qxd4', 'f6'], ['Bb2', 'Rab8'], ['g5', 'Nd7\n'], ['gxf6', 'exf6'], ['Re6', 'Rxe6'], ['dxe6', 'Nc5'], ['e7', 'Qf7'], ['Qxd6', '']]",1-0
US op,Alexandria,1996.??.??,9,"Serper, Grigory","Yermolinsky, Alex",,,A30,"[['c4', 'c5'], ['Nf3', 'Nc6'], ['d4', 'cxd4'], ['Nxd4', 'e5'], ['Nb5', 'd6'], ['N1c3', 'a6'], ['Na3', 'Be7'], ['g3', 'f5\n'], ['Bg2', 'Nf6'], ['O-O', 'O-O'], ['Nc2', 'Kh8'], ['Ne3', 'f4'], ['Ned5', 'Nxd5'], ['Nxd5', 'Be6'], ['b3', 'fxg3\n'], ['hxg3', 'Rc8'], ['Ba3', 'Bxd5'], ['Bxd5', 'Qa5'], ['Bc1', 'b5'], ['Be3', 'Bf6'], ['Kg2', 'Ne7'], ['Be6', 'Rcd8\n'], ['Rh1', 'e4'], ['Qc2', '']]",1-0
US op,Alexandria,1996.??.??,11,"Serper, Grigory","Ivanov, Alexander V",,,A25,"[['c4', 'e5'], ['g3', 'Nc6'], ['Bg2', 'g6'], ['Nc3', 'Bg7'], ['Rb1', 'Nf6'], ['b4', 'O-O'], ['e3', 'Ne7'], ['Nge2', 'd5\n'], ['cxd5', 'Nexd5'], ['O-O', 'Nxc3'], ['Nxc3', 'Bf5'], ['e4', 'Bg4'], ['Qc2', 'Qd7'], ['d3', 'Rfd8'], ['Na4', 'b6\n'], ['Nb2', 'Ne8'], ['Bg5', 'Rdc8'], ['Be3', 'Nd6'], ['a4', 'c5'], ['bxc5', 'Nb7'], ['a5', 'Nxc5'], ['axb6', 'axb6\n'], ['Nc4', 'Nxd3'], ['Qb3', 'Be6'], ['Nxb6', 'Bxb3'], ['Nxd7', 'Bc2'], ['Ra1', 'h6'], ['Nb6', 'Rxa1'], ['Rxa1', 'Rd8\n'], ['Ra8', '']]",1/2-1/2
New York CITS,New York,1996.??.??,1,"De Firmian, Nick E","Serper, Grigory",,,B88,"[['e4', 'c5'], ['Nf3', 'd6'], ['d4', 'cxd4'], ['Nxd4', 'Nf6'], ['Nc3', 'Nc6'], ['Bc4', 'e6'], ['Be3', 'a6'], ['Bb3', 'Qc7\n'], ['O-O', 'b5'], ['f4', 'b4'], ['Na4', 'Rb8'], ['c3', 'Na5'], ['cxb4', 'Nxb3'], ['Qxb3', 'Qb7'], ['e5', 'dxe5\n'], ['fxe5', 'Ng4'], ['a3', 'Qe4'], ['Rae1', 'Bb7'], ['Nf3', 'Nxe5'], ['Nc5', 'Bxc5'], ['Bxc5', 'Nxf3+'], ['gxf3', 'Qd5\n'], ['Qc2', 'Rd8'], ['Qg2', 'Qf5'], ['Qxg7', 'Qg6+'], ['Qxg6', 'hxg6'], ['Rd1', 'Rxd1'], ['Rxd1', 'Bxf3\n'], ['Rd6', 'Be2'], ['Rb6', 'Rh5'], ['Rb8+', 'Kd7'], ['Rb7+', 'Kc6'], ['Rxf7', 'Rg5+'], ['Kf2', 'Bc4'], ['Ke3', 'Rg2\n'], ['Rf2', 'Rxf2'], ['Kxf2', 'a5'], ['Ke3', 'a4'], ['Kd4', 'Bb3'], ['h4', 'Bc2'], ['Ke5', 'Bf5'], ['Bd4', 'Kb5\n'], ['Kd6', 'Bg4'], ['Bf6', 'Bh3'], ['Ke5', 'Kc4'], ['Ke4', 'Bf5+'], ['Ke3', 'Bc2'], ['Kd2', '']]",1/2-1/2
New York op,New York,1996.??.??,2,"Serper, Grigory","Perelshteyn, Eugene",,,B36,"[['c4', 'Nf6'], ['Nc3', 'c5'], ['Nf3', 'g6'], ['d4', 'cxd4'], ['Nxd4', 'Nc6'], ['e4', 'd6'], ['Be2', 'Nxd4'], ['Qxd4', 'Bg7\n'], ['Bg5', 'O-O'], ['Qd2', 'a6'], ['Rc1', 'Be6'], ['b3', 'Qa5'], ['f3', 'Rfc8'], ['h4', 'b5'], ['Nd5', 'Qd8'], ['Nf4', 'Bd7\n'], ['h5', 'Nxh5'], ['Nxh5', 'gxh5'], ['Rxh5', 'Rc5'], ['Rh4', 'bxc4'], ['Bxc4', 'Be6'], ['Be3', 'Rc6'], ['Bd4', 'Bxd4\n'], ['Qxd4', 'Qa5+'], ['Kf2', 'Qc5'], ['Qxc5', 'Rxc5'], ['Rch1', 'Bxc4'], ['Rxh7', 'Rac8'], ['bxc4', 'Rxc4\n'], ['g4', 'Rc1'], ['Rh8+', 'Kg7'], ['R1h7+', 'Kf6'], ['Rh6+', 'Kg7'], ['R8h7+', 'Kg8'], ['g5', 'R8c2+'], ['Kg3', 'Rg1+\n'], ['Kf4', 'Rcg2'], ['Rh8+', 'Kg7'], ['R6h7+', 'Kg6'], ['Rh6+', 'Kg7']]",1/2-1/2
New York CITS,New York,1996.??.??,2,"Sunye Neto, Jaime","Serper, Grigory",,,A11,"[['c4', 'c6'], ['b3', 'e5'], ['Bb2', 'd6'], ['g3', 'f5'], ['d4', 'Nd7'], ['Bg2', 'Ngf6'], ['Nh3', 'e4'], ['Nf4', 'Nb6'], ['h4', 'Be7\n'], ['f3', 'O-O'], ['O-O', 'Re8'], ['d5', 'Bf8'], ['Nc3', 'Nxc4'], ['bxc4', 'Qb6+'], ['Kh1', 'Qxb2'], ['Qb3', 'Qxb3\n'], ['axb3', 'exf3'], ['Bxf3', 'Bd7'], ['Rfd1', 'g6'], ['dxc6', 'bxc6'], ['Ra6', 'Ng4'], ['Rda1', 'Ne5'], ['Rxa7', 'Rxa7\n'], ['Rxa7', 'Rb8'], ['Nd3', 'Nxf3'], ['exf3', 'Rxb3'], ['Rxd7', 'Rxc3'], ['Nf4', 'Rxf3'], ['Kg2', 'Re3\n'], ['Rc7', 'Bh6'], ['Rxc6', 'Bxf4'], ['gxf4', 'Kg7'], ['h5', 'Rc3'], ['hxg6', 'hxg6'], ['Rxd6', 'Rxc4'], ['Kg3', 'Rc3+\n'], ['Kg2', 'Kh6'], ['Ra6', 'Kh5'], ['Rb6', 'Rc2+'], ['Kg3', 'Rc3+'], ['Kg2', 'Re3'], ['Ra6', 'Rd3'], ['Rb6', 'Rd2+\n'], ['Kg3', 'Rd1'], ['Kg2', 'Rd3'], ['Ra6', 'Rb3'], ['Rc6', 'Rb4'], ['Kg3', 'Rb2'], ['Ra6', 'Rb4'], ['Rc6', 'Ra4\n'], ['Rb6', 'Ra2'], ['Rc6', 'Ra1'], ['Kg2', 'Kg4'], ['Rxg6+', 'Kxf4'], ['Rb6', 'Ra2+'], ['Kf1', 'Kg4'], ['Rb4+', 'f4\n'], ['Rb3', 'Rh2'], ['Ra3', 'f3'], ['Ra6', '']]",1/2-1/2
New York CITS,New York,1996.??.??,3,"Serper, Grigory","Ashley, Maurice",,,A30,"[['c4', 'Nf6'], ['Nf3', 'e6'], ['g3', 'b6'], ['Bg2', 'Bb7'], ['O-O', 'c5'], ['Nc3', 'd6'], ['d4', 'cxd4'], ['Qxd4', 'a6\n'], ['Bg5', 'Nbd7'], ['Rfd1', 'Qc7'], ['Nd2', 'Bxg2'], ['Kxg2', 'Be7'], ['Nde4', 'O-O'], ['Rac1', 'Rfd8'], ['Kg1', 'h6\n'], ['Nxf6+', 'Nxf6'], ['Be3', 'Rab8'], ['Ne4', 'Nxe4'], ['Qxe4', 'Qd7'], ['Qg4', 'Kh7'], ['Qe4+', 'Kg8\n'], ['b3', 'Qe8'], ['a4', 'Qd7'], ['Rd3', 'Qc7'], ['Qg4', 'Kh7'], ['Bd4', 'Bf8'], ['Bb2', 'Qb7'], ['Qf3', 'Qxf3\n'], ['Rxf3', 'Rd7'], ['Rd3', 'Kg8'], ['e4', 'f6'], ['Rcd1', 'Kf7'], ['Ba3', 'Rbd8'], ['Kg2', 'b5'], ['axb5', 'axb5\n'], ['c5', 'd5'], ['c6', 'Rc7'], ['Bxf8', 'Kxf8'], ['exd5', 'exd5'], ['Rxd5', 'Rxd5'], ['Rxd5', 'Rxc6'], ['Rxb5', 'h5\n'], ['b4', 'Rc4'], ['Rb7', 'Kg8'], ['h4', 'Kh7'], ['Kf3', 'Kg6'], ['b5', 'Rb4'], ['b6', 'Kf5'], ['Ke3', 'Kg6\n'], ['Kd3', 'Kf5'], ['Kc3', 'Rb1'], ['Kd4', 'Rb2'], ['f3', 'Rb3'], ['Kc5', 'g5'], ['Rd7', 'gxh4'], ['gxh4', 'Kf4\n'], ['Rd4+', 'Kxf3'], ['Rb4', 'Rc3+'], ['Kd6', 'Rc8'], ['b7', 'Rb8'], ['Ke6', '']]",1-0
